territory_name,territory_type,year,sex,age_group,salary_annual_eur,salary_missing_flag,salary_low_sample_flag,salary_source,salary_observed_flag,salary_imputed_flag,imputation_method
Andalucía,CCAA,2010,Hombres,25_34,19574.29,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,25_34,18903.23,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,25_34,18590.66,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,25_34,17277.45,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,25_34,17586.35,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,25_34,17714.8,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,25_34,17555.24,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,25_34,17724.05,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,25_34,18269.69,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,25_34,17978.73,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,25_34,18357.06,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,25_34,19392.38,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,25_34,20387.79,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,25_34,21229.15,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Hombres,35_44,23309.14,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,35_44,23867.78,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,35_44,23907.53,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,35_44,23732.35,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,35_44,23661.96,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,35_44,23108.34,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,35_44,22986.9,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,35_44,23640.31,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,35_44,24243.78,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,35_44,24278.3,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,35_44,24148.1,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,35_44,24123.61,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,35_44,24959.05,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,35_44,26000.43,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Hombres,45_54,27340.45,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,45_54,27688.86,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,45_54,26517.65,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,45_54,26139.32,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,45_54,27779.72,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,45_54,27700.63,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,45_54,27278.07,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,45_54,27172.67,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,45_54,27414.75,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,45_54,26630.49,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,45_54,27081.25,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,45_54,28217.42,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,45_54,28785.99,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,45_54,30704.19,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Hombres,55_plus,29456.21,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,55_plus,28568.13,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,55_plus,27342.98,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,55_plus,29133.79,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,55_plus,27341.89,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,55_plus,29775.09,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,55_plus,29262.8,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,55_plus,28379.2,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,55_plus,31167.99,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,55_plus,30212.41,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,55_plus,29513.55,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,55_plus,29344.47,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,55_plus,31170.39,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,55_plus,31191.0,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Hombres,all_ages,23463.96,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,all_ages,23815.22,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,all_ages,23592.08,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,all_ages,23565.36,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,all_ages,23541.32,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,all_ages,24200.2,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,all_ages,24026.82,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,all_ages,24175.52,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,all_ages,24712.69,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,all_ages,24527.67,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,all_ages,24785.82,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,all_ages,25464.78,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,all_ages,26189.5,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,all_ages,27085.5,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Hombres,lt_25,13545.47,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Hombres,lt_25,12554.48,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Hombres,lt_25,10936.94,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Hombres,lt_25,11088.59,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Hombres,lt_25,11518.02,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Hombres,lt_25,12792.52,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Hombres,lt_25,11765.44,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Hombres,lt_25,12446.94,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Hombres,lt_25,12854.44,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Hombres,lt_25,12772.33,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Hombres,lt_25,11920.68,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Hombres,lt_25,13389.36,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Hombres,lt_25,16443.75,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Hombres,lt_25,14491.23,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,25_34,15130.18,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,25_34,15194.94,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,25_34,14744.31,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,25_34,13859.65,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,25_34,14412.43,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,25_34,14246.82,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,25_34,14025.59,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,25_34,13955.95,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,25_34,14473.92,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,25_34,15058.34,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,25_34,14969.7,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,25_34,15807.27,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,25_34,18360.28,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,25_34,18752.52,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,35_44,19401.93,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,35_44,18976.98,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,35_44,18432.6,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,35_44,17910.03,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,35_44,18514.53,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,35_44,18583.21,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,35_44,18000.85,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,35_44,17651.43,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,35_44,18962.17,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,35_44,18933.01,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,35_44,18941.71,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,35_44,19469.77,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,35_44,20724.1,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,35_44,21366.28,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,45_54,21094.18,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,45_54,21732.32,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,45_54,20190.68,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,45_54,19938.88,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,45_54,20400.07,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,45_54,19915.41,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,45_54,19806.96,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,45_54,20357.81,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,45_54,21022.76,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,45_54,21570.16,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,45_54,21442.45,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,45_54,22028.12,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,45_54,23879.33,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,45_54,24862.61,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,55_plus,22895.32,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,55_plus,24581.44,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,55_plus,22016.05,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,55_plus,22808.21,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,55_plus,19977.15,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,55_plus,23031.25,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,55_plus,22412.66,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,55_plus,22426.92,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,55_plus,22651.57,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,55_plus,23937.5,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,55_plus,23932.81,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,55_plus,24887.27,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,55_plus,25905.2,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,55_plus,27592.47,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,all_ages,17921.33,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,all_ages,18389.21,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,all_ages,17828.44,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,all_ages,17690.19,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,all_ages,17576.13,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,all_ages,18340.96,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,all_ages,18177.37,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,all_ages,18287.29,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,all_ages,18672.11,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,all_ages,19391.52,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,all_ages,19517.52,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,all_ages,20427.8,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,all_ages,21729.48,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,all_ages,22714.95,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Mujeres,lt_25,9803.97,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Mujeres,lt_25,9703.81,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Mujeres,lt_25,10164.88,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Mujeres,lt_25,8368.81,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Mujeres,lt_25,8716.88,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Mujeres,lt_25,7772.47,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Mujeres,lt_25,7817.19,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Mujeres,lt_25,9206.05,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Mujeres,lt_25,9211.37,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Mujeres,lt_25,10615.13,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Mujeres,lt_25,10674.17,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Mujeres,lt_25,11646.17,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Mujeres,lt_25,12055.16,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Mujeres,lt_25,12785.1,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,25_34,17299.79,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,25_34,16969.88,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,25_34,16476.61,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,25_34,15480.24,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,25_34,15996.71,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,25_34,15910.78,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,25_34,15768.58,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,25_34,15899.01,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,25_34,16293.48,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,25_34,16509.01,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,25_34,16643.35,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,25_34,17630.72,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,25_34,19414.02,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,25_34,19963.02,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,35_44,21617.34,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,35_44,21693.11,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,35_44,21393.06,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,35_44,20980.48,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,35_44,21256.42,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,35_44,21004.85,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,35_44,20651.87,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,35_44,20720.14,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,35_44,21623.12,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,35_44,21634.39,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,35_44,21661.47,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,35_44,21963.74,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,35_44,22840.6,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,35_44,23837.31,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,45_54,24762.06,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,45_54,25184.46,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,45_54,23736.62,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,45_54,23307.16,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,45_54,24689.43,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,45_54,23954.65,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,45_54,23770.4,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,45_54,23983.48,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,45_54,24444.08,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,45_54,24337.25,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,45_54,24589.9,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,45_54,25423.1,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,45_54,26622.44,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,45_54,28000.81,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,55_plus,27066.19,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,55_plus,27154.13,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,55_plus,25331.3,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,55_plus,26521.85,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,55_plus,24780.3,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,55_plus,26707.28,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,55_plus,26204.94,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,55_plus,25807.98,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,55_plus,27473.06,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,55_plus,27297.2,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,55_plus,27001.63,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,55_plus,27410.16,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,55_plus,28772.52,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,55_plus,29605.01,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,all_ages,20964.36,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,all_ages,21350.98,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,all_ages,20891.63,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,all_ages,20782.03,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,all_ages,20840.3,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,all_ages,21381.03,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,all_ages,21268.41,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,all_ages,21404.28,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,all_ages,21805.92,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,all_ages,22060.99,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,all_ages,22323.85,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,all_ages,23154.99,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,all_ages,24094.32,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,all_ages,25051.51,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2010,Total,lt_25,11617.72,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2011,Total,lt_25,11059.79,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2012,Total,lt_25,10543.85,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2013,Total,lt_25,9672.48,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2014,Total,lt_25,10002.97,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2015,Total,lt_25,10114.22,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2016,Total,lt_25,10237.29,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2017,Total,lt_25,11077.23,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2018,Total,lt_25,11235.7,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2019,Total,lt_25,11639.2,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2020,Total,lt_25,11313.88,0,1,INE_EES_28201,1,0,
Andalucía,CCAA,2021,Total,lt_25,12589.64,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2022,Total,lt_25,14283.8,0,0,INE_EES_28201,1,0,
Andalucía,CCAA,2023,Total,lt_25,13789.68,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2010,Hombres,25_34,20775.24,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2011,Hombres,25_34,21398.67,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2012,Hombres,25_34,20655.24,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2013,Hombres,25_34,19601.46,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2014,Hombres,25_34,20795.31,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2015,Hombres,25_34,19780.47,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2016,Hombres,25_34,19000.13,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2017,Hombres,25_34,19311.0,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2018,Hombres,25_34,20901.96,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2019,Hombres,25_34,20855.99,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2020,Hombres,25_34,20661.45,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2021,Hombres,25_34,21296.45,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2022,Hombres,25_34,23114.14,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2023,Hombres,25_34,23153.67,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2010,Hombres,35_44,25694.69,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2011,Hombres,35_44,25840.25,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2012,Hombres,35_44,26367.2,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2013,Hombres,35_44,25978.13,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2014,Hombres,35_44,25330.88,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2015,Hombres,35_44,25374.85,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2016,Hombres,35_44,25949.13,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2017,Hombres,35_44,26185.16,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2018,Hombres,35_44,26567.78,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2019,Hombres,35_44,26766.85,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2020,Hombres,35_44,27061.99,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2021,Hombres,35_44,27767.97,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2022,Hombres,35_44,28646.81,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2023,Hombres,35_44,29167.92,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2010,Hombres,45_54,29952.58,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2011,Hombres,45_54,29665.6,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2012,Hombres,45_54,28309.71,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2013,Hombres,45_54,28024.36,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2014,Hombres,45_54,28795.57,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2015,Hombres,45_54,27876.15,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2016,Hombres,45_54,27781.74,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2017,Hombres,45_54,28846.88,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2018,Hombres,45_54,28268.27,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2019,Hombres,45_54,29548.53,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2020,Hombres,45_54,28667.75,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2021,Hombres,45_54,29525.22,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2022,Hombres,45_54,31728.78,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2023,Hombres,45_54,32609.66,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2010,Hombres,55_plus,27397.46,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2011,Hombres,55_plus,26361.37,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2012,Hombres,55_plus,27974.46,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2013,Hombres,55_plus,27201.16,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2014,Hombres,55_plus,26884.34,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2015,Hombres,55_plus,28933.73,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2016,Hombres,55_plus,28528.62,0,0,INE_EES_28201,1,0,
Aragón,CCAA,2017,Hombres,55_plus,28345.03,0,0,INE_EES_28201,1,0,
