cpro,año,alquiler_mediano,alquiler_m2,superficie_m2,n_contratos,neto_mes_18_25,neto_mes_26_35,neto_mes_36_45,neto_mes_18_34,sal_26_35,paro_total,factor_2020,smi_mes,provincia,ccaa,tasa_esfuerzo,tasa_esfuerzo_18_25,tasa_esfuerzo_36_45,tasa_esfuerzo_18_34,sobre_30,alquiler_real,salario_real_26_35,D_2021,alquiler_mediano_lag1,neto_mes_26_35_lag1,paro_total_lag1,tasa_esfuerzo_lag1,var_alquiler_pct,var_salario_pct
13,2024,398.3673469387756,5.056685443825281,84.0,12452.0,683.7243854166667,1279.03243,1544.9859433333334,1064.3244930180276,18534.0,16.92,0.8410456579083591,1134.0,Ciudad Real,Castilla - La Mancha,31.15,58.26,25.78,37.43,1,335.05,1075.72,1,371.38786069651746,1223.694645,16.48,30.35,7.264504066357902,4.522189030254342
14,2011,400.219298245614,5.184550792895746,82.0,8463.0,471.52774999999997,920.5230929166668,1079.6321016666668,782.9212653535538,12671.0,31.62,1.0717791932800231,641.4,Córdoba,Andalucía,43.48,84.88,37.07,51.12,1,428.95,986.6,0,,,,,,
14,2012,400.0,5.154639175257732,81.0,8662.0,426.8879166666666,862.8721529166666,1031.4632241666666,737.176328429635,11759.0,34.65,1.0461898360861621,641.4,Córdoba,Andalucía,46.36,93.7,38.78,54.26,1,418.48,902.73,0,400.219298245614,920.5230929166668,31.62,43.48,-0.05479452054794054,-6.2628455976409985
14,2013,395.8333333333333,4.958677685950414,82.0,8757.0,380.8433333333333,820.3292991666667,1016.6712066666668,696.9333375756387,11086.0,35.16,1.031656722448744,645.3,Córdoba,Andalucía,48.25,103.94,38.93,56.8,1,408.36,846.3,0,400.0,862.8721529166666,34.65,46.36,-1.041666666666674,-4.930377415263331
14,2014,385.8333333333333,4.9207290767903356,82.0,9415.0,360.9427083333333,805.6004954166668,1021.7915204166667,677.7993770456472,10853.0,33.64,1.0332160647146191,645.3,Córdoba,Andalucía,47.89,106.9,37.76,56.92,1,398.65,832.36,0,395.8333333333333,820.3292991666667,35.16,48.25,-2.5263157894736876,-1.795474544790998
14,2015,380.0,4.889016456180635,82.0,10280.0,372.4148333333333,813.8182829166667,1046.4448829166665,685.6338783978795,10983.0,29.99,1.0384115222946557,648.6,Córdoba,Andalucía,46.69,102.04,36.31,55.42,1,394.6,845.08,0,385.8333333333333,805.6004954166668,33.64,47.89,-1.5118790496760237,1.0200822301815293
14,2016,390.5,4.967320261437909,82.0,11169.0,377.2534166666667,817.8007491666667,1077.0403379166667,688.4646329934709,11046.0,30.24,1.0405208860397714,655.2,Córdoba,Andalucía,47.75,103.51,36.26,56.72,1,406.32,850.94,0,380.0,813.8182829166667,29.99,46.69,2.763157894736845,0.48935571166170977
14,2017,400.0,5.053763440860215,82.0,11989.0,406.5190416666667,838.0923629166667,1104.1816366666667,707.5177926415736,11367.0,28.17,1.0205611862446453,707.7,Córdoba,Andalucía,47.73,98.4,36.23,56.54,1,408.22,855.32,0,390.5,817.8007491666667,30.24,47.75,2.432778489116516,2.4812417658796493
14,2018,400.0,5.144467935165609,82.0,12891.0,431.7265,877.3481016666668,1143.0307783333335,740.7157851291922,11988.0,24.74,1.0037444693258832,735.9,Córdoba,Andalucía,45.59,92.65,34.99,54.0,1,401.5,880.63,0,400.0,838.0923629166667,28.17,47.73,0.0,4.683939442352769
14,2019,425.0,5.555555555555556,82.0,13485.0,472.0740416666667,932.7233466666667,1194.6912399999999,788.7065923993398,12864.0,23.06,0.9967743538313801,900.0,Córdoba,Andalucía,45.57,90.03,35.57,53.89,1,423.63,929.71,0,400.0,877.3481016666668,24.74,45.59,6.25,6.3116618016048065
14,2020,428.99532710280386,5.589126811023296,83.0,14349.0,455.9974583333333,908.3228391666668,1182.1764783333333,777.438138994046,12478.0,24.25,1.0,950.0,Córdoba,Andalucía,47.23,94.08,36.29,55.18,1,429.0,908.32,0,425.0,932.7233466666667,23.06,45.57,0.9400769653656216,-2.6160498273364308
14,2021,447.3039215686274,5.736996416269261,83.0,15058.0,525.3765,1010.9819691666667,1254.3587766666667,861.8790439507243,14102.0,21.05,0.9699974935414286,950.0,Córdoba,Andalucía,44.24,85.14,35.66,51.9,1,433.88,980.65,1,428.99532710280386,908.3228391666668,24.25,47.23,4.267784124705876,11.302053143812142
14,2022,450.0,5.925354730826676,82.0,15498.0,554.5640833333333,1072.1728791666667,1313.373885,903.9677094010191,15070.0,19.42,0.8949107299739896,1000.0,Córdoba,Andalucía,41.97,81.14,34.26,49.78,1,402.71,959.5,1,447.3039215686274,1010.9819691666667,21.05,44.24,0.6027397260274014,6.052621299511252
14,2023,462.4829700272479,6.148921832884096,82.0,16482.0,603.0279583333333,1141.4293633333334,1377.3711733333332,962.5499106018791,16214.0,18.41,0.8643768521205406,1080.0,Córdoba,Andalucía,40.52,76.69,33.58,48.05,1,399.76,986.63,1,450.0,1072.1728791666667,19.42,41.97,2.7739933393884364,6.459451223994361
14,2024,483.41503267973854,6.373626373626373,82.0,17477.0,628.4695416666667,1197.8347583333332,1433.7172566666668,1002.2352678941945,17165.0,16.62,0.8410456579083591,1134.0,Córdoba,Andalucía,40.36,76.92,33.72,48.23,1,406.57,1007.43,1,462.4829700272479,1141.4293633333334,18.41,40.52,4.526018039379354,4.9416456954706645
15,2011,360.0,4.674743041344475,84.0,36073.0,603.808375,1108.5113883333333,1392.0211550000001,989.7269618088117,15659.0,15.83,1.0717791932800231,641.4,"Coruña, A",Galicia,32.48,59.62,25.86,36.37,1,385.84,1188.08,0,,,,,,
15,2012,360.0,4.675324675324675,84.0,37159.0,563.6169166666667,1063.7022366666667,1354.9513633333333,954.0438382848893,14936.0,18.38,1.0461898360861621,641.4,"Coruña, A",Galicia,33.84,63.87,26.57,37.73,1,376.63,1112.83,0,360.0,1108.5113883333333,15.83,32.48,0.0,-4.0422815803487495
15,2013,350.0,4.545454545454546,84.0,38539.0,516.5577916666667,1038.4799504166667,1349.7319366666668,928.1640459611151,14537.0,20.18,1.031656722448744,645.3,"Coruña, A",Galicia,33.7,67.76,25.93,37.71,1,361.08,1071.35,0,360.0,1063.7022366666667,18.38,33.84,-2.777777777777779,-2.371179206037899
15,2014,350.0,4.513849206349206,85.0,40310.0,484.7948333333334,1022.5500854166667,1339.7675766666666,903.6018079664265,14285.0,19.95,1.0332160647146191,645.3,"Coruña, A",Galicia,34.23,72.2,26.12,38.73,1,361.63,1056.52,0,350.0,1038.4799504166667,20.18,33.7,0.0,-1.5339598028453527
15,2015,350.0,4.473684210526316,85.0,42876.0,484.01441666666665,1037.9110266666667,1360.0521666666666,907.4949751857012,14528.0,17.41,1.0384115222946557,648.6,"Coruña, A",Galicia,33.72,72.31,25.73,38.57,1,363.44,1077.78,0,350.0,1022.5500854166667,19.95,34.23,0.0,1.502218959156476
15,2016,350.0,4.53125,85.0,45371.0,507.2708333333333,1043.1577679166667,1376.0663166666666,909.8138991028653,14611.0,15.41,1.0405208860397714,655.2,"Coruña, A",Galicia,33.55,69.0,25.43,38.47,1,364.18,1085.43,0,350.0,1037.9110266666667,17.41,33.72,0.0,0.505509732067333
15,2017,350.0,4.584170624771649,84.0,48421.0,524.7521666666667,1071.2878866666667,1390.2418049999999,927.9109950507287,15056.0,14.16,1.0205611862446453,707.7,"Coruña, A",Galicia,32.67,66.7,25.18,37.72,1,357.2,1093.31,0,350.0,1043.1577679166667,15.41,33.55,0.0,2.6966312877274357
15,2018,353.0,4.651162790697675,84.0,51143.0,553.7836666666667,1117.7640083333333,1425.5915583333333,964.5544735770472,15815.0,12.23,1.0037444693258832,735.9,"Coruña, A",Galicia,31.58,63.74,24.76,36.6,1,354.32,1121.95,0,350.0,1071.2878866666667,14.16,32.67,0.8571428571428674,4.338341004795443
15,2019,378.0763239875389,4.926622165505055,84.0,54671.0,580.16175,1156.8503966666667,1474.7016183333335,994.0571078346427,16474.0,10.2,0.9967743538313801,900.0,"Coruña, A",Galicia,32.68,65.17,25.64,38.03,1,376.86,1153.12,0,353.0,1117.7640083333333,12.23,31.58,7.10377450071924,3.4968372609898157
15,2020,387.37226277372264,5.042016806722689,84.0,57039.0,568.2994166666666,1130.9905099999999,1442.02089,985.7967925105831,16038.0,11.23,1.0,950.0,"Coruña, A",Galicia,34.25,68.16,26.86,39.3,1,387.37,1130.99,0,378.0763239875389,1156.8503966666667,10.2,32.68,2.4587466065423724,-2.2353699960841245
15,2021,400.0,5.208333333333333,84.0,59021.0,586.249,1206.5535733333334,1502.9932833333332,1031.3008228900558,17312.0,10.6,0.9699974935414286,950.0,"Coruña, A",Galicia,33.15,68.23,26.61,38.79,1,388.0,1170.35,1,387.37226277372264,1130.9905099999999,11.23,34.25,3.2598454870925053,6.681140351330939
15,2022,401.0989010989011,5.405405405405406,84.0,60611.0,638.6529816666667,1293.3858533333332,1594.9120958333333,1092.8864197645541,18776.0,10.1,0.8949107299739896,1000.0,"Coruña, A",Galicia,31.01,62.8,25.15,36.7,1,358.95,1157.46,1,400.0,1206.5535733333334,10.6,33.15,0.27472527472527375,7.196719807485152
15,2023,430.0,5.660377358490567,84.0,63507.0,685.1783016666667,1372.1517466666667,1676.8012166666667,1153.8183563771568,20104.0,9.1,0.8643768521205406,1080.0,"Coruña, A",Galicia,31.34,62.76,25.64,37.27,1,371.68,1186.06,1,401.0989010989011,1293.3858533333332,10.1,31.01,7.205479452054808,6.089899091623496
15,2024,450.0,6.0,84.0,66352.0,721.2733529166667,1443.6223049999999,1742.8478791666669,1205.2412463182127,21309.0,7.98,0.8410456579083591,1134.0,"Coruña, A",Galicia,31.17,62.39,25.82,37.34,1,378.47,1214.15,1,430.0,1372.1517466666667,9.1,31.34,4.651162790697683,5.208648278658301
16,2011,416.6666666666667,4.761904761904762,100.0,2242.0,577.4302916666667,1003.5859604166666,1160.2311616666668,864.9058596280183,13985.0,19.53,1.0717791932800231,641.4,Cuenca,Castilla - La Mancha,41.52,72.16,35.91,48.17,1,446.57,1075.62,0,,,,,,
16,2012,400.0,4.541037037037037,100.0,2220.0,510.86075,930.7637204166666,1120.9668383333333,800.136186291086,12833.0,23.38,1.0461898360861621,641.4,Cuenca,Castilla - La Mancha,42.98,78.3,35.68,49.99,1,418.48,973.76,0,416.6666666666667,1003.5859604166666,19.53,41.52,-4.0000000000000036,-7.256203541325523
16,2013,370.762014049051,4.156573763315336,101.0,2284.0,457.63633333333337,896.6282954166667,1113.019075,762.0890212969781,12293.0,28.87,1.031656722448744,645.3,Cuenca,Castilla - La Mancha,41.35,81.02,33.31,48.65,1,382.5,925.01,0,400.0,930.7637204166666,23.38,42.98,-7.309496487737244,-3.66746406754217
16,2014,350.0,4.018472364399945,102.0,2433.0,445.1496666666667,893.7836766666668,1110.2314266666665,754.3175892224016,12248.0,28.0,1.0332160647146191,645.3,Cuenca,Castilla - La Mancha,39.16,78.63,31.52,46.4,1,361.63,923.47,0,370.762014049051,896.6282954166667,28.87,41.35,-5.599822328698489,-0.3172573032259707
16,2015,350.0,3.883495145631068,102.0,2632.0,450.14433333333335,905.0989379166667,1128.5587316666667,759.9173493154042,12427.0,22.62,1.0384115222946557,648.6,Cuenca,Castilla - La Mancha,38.67,77.75,31.01,46.06,1,363.44,939.87,0,350.0,893.7836766666668,28.0,39.16,0.0,1.2659955138361711
16,2016,350.0,3.9125618510707327,102.0,2792.0,463.56750000000005,914.5177866666667,1142.6749083333332,767.7009863984379,12576.0,18.02,1.0405208860397714,655.2,Cuenca,Castilla - La Mancha,38.27,75.5,30.63,45.59,1,364.18,951.57,0,350.0,905.0989379166667,22.62,38.67,0.0,1.0406430010491352
16,2017,350.0,3.9329959115314512,102.0,3020.0,494.472,949.4749904166666,1174.3473383333333,796.9055372695381,13129.0,15.9,1.0205611862446453,707.7,Cuenca,Castilla - La Mancha,36.86,70.78,29.8,43.92,1,357.2,969.0,0,350.0,914.5177866666667,18.02,38.27,0.0,3.82247390479038
16,2018,350.0,4.039057483118955,102.0,3279.0,514.0604583333334,993.4085466666666,1212.5440516666665,828.2972562844069,13824.0,15.4,1.0037444693258832,735.9,Cuenca,Castilla - La Mancha,35.23,68.09,28.86,42.26,1,351.31,997.13,0,350.0,949.4749904166666,15.9,36.86,0.0,4.627142019898822
16,2019,377.3801986754967,4.236597954098766,102.0,3614.0,556.9053333333333,1052.0709066666666,1256.61262,873.868186880923,14752.0,13.07,0.9967743538313801,900.0,Cuenca,Castilla - La Mancha,35.87,67.76,30.03,43.19,1,376.16,1048.68,0,350.0,993.4085466666666,15.4,35.23,7.822913907284756,5.90515958382265
16,2020,390.0,4.332386363636364,102.0,3868.0,591.3217083333333,1065.1561529166665,1274.584055,902.1301214005811,14959.0,15.65,1.0,950.0,Cuenca,Castilla - La Mancha,36.61,65.95,30.6,43.23,1,390.0,1065.16,0,377.3801986754967,1052.0709066666666,13.07,35.87,3.3440549792478347,1.24376086888085
16,2021,400.0,4.497063174116238,102.0,4039.0,607.7885,1132.8884833333334,1331.8791250000002,942.2090511960271,16070.0,12.11,0.9699974935414286,950.0,Cuenca,Castilla - La Mancha,35.31,65.81,30.03,42.45,1,388.0,1098.9,1,390.0,1065.1561529166665,15.65,36.61,2.564102564102555,6.358910872476176
16,2022,410.4166666666667,4.705882352941177,101.0,4162.0,653.8242816666667,1192.0222150000002,1372.9227983333333,991.291785075572,17067.0,9.61,0.8949107299739896,1000.0,Cuenca,Castilla - La Mancha,34.43,62.77,29.89,41.4,1,367.29,1066.75,1,400.0,1132.8884833333334,12.11,35.31,2.604166666666674,5.2197310270712505
16,2023,446.6666666666667,4.967124886156648,101.0,4364.0,690.9939666666666,1244.51304,1427.9047133333333,1037.7962394684848,17952.0,11.41,0.8643768521205406,1080.0,Cuenca,Castilla - La Mancha,35.89,64.64,31.28,43.04,1,386.09,1075.73,1,410.4166666666667,1192.0222150000002,9.61,34.43,8.832487309644677,4.4035106342376285
16,2024,460.0,5.273609718207382,100.0,4612.0,708.2513204166667,1302.6384733333332,1473.9305666666667,1076.9262902648597,18932.0,10.5,0.8410456579083591,1134.0,Cuenca,Castilla - La Mancha,35.31,64.95,31.21,42.71,1,386.88,1095.58,1,446.6666666666667,1244.51304,11.41,35.89,2.985074626865658,4.670536303366757
17,2011,450.0,5.7894736842105265,78.0,21887.0,581.2543333333333,1112.0700883333332,1369.9572150000001,944.046589447443,15719.0,21.7,1.0717791932800231,641.4,Girona,Cataluña,40.47,77.42,32.85,47.67,1,482.3,1191.89,0,,,,,,
17,2012,430.0,5.6034482758620685,79.0,23076.0,543.3260833333334,1077.9253304166666,1339.1151483333335,910.3800998918637,15161.0,24.21,1.0461898360861621,641.4,Girona,Cataluña,39.89,79.14,32.11,47.23,1,449.86,1127.71,0,450.0,1112.0700883333332,21.7,40.47,-4.444444444444439,-3.0703782319907114
17,2013,405.5555555555555,5.376344086021505,79.0,24687.0,500.0129583333333,1053.0191129166667,1324.5244783333335,875.9151447227175,14767.0,22.98,1.031656722448744,645.3,Girona,Cataluña,38.51,81.11,30.62,46.3,1,418.39,1086.35,0,430.0,1077.9253304166666,24.21,39.89,-5.684754521963842,-2.3105698323623747
17,2014,400.0,5.308641975308642,79.0,26703.0,485.341125,1047.3298754166667,1321.1437133333334,855.6091029332081,14677.0,22.53,1.0332160647146191,645.3,Girona,Cataluña,38.19,82.42,30.28,46.75,1,413.29,1082.12,0,405.5555555555555,1053.0191129166667,22.98,38.51,-1.3698630136986134,-0.5402786549848937
17,2015,400.0,5.319148936170213,79.0,29018.0,503.91504166666664,1064.7768704166667,1346.8849766666667,860.3921305582667,14953.0,19.72,1.0384115222946557,648.6,Girona,Cataluña,37.57,79.38,29.7,46.49,1,415.36,1105.68,0,400.0,1047.3298754166667,22.53,38.19,0.0,1.6658547998603446
17,2016,400.5322574626865,5.405405405405406,79.0,31274.0,533.4928333333334,1084.1202779166667,1368.2371766666665,872.5669486742349,15259.0,16.14,1.0405208860397714,655.2,Girona,Cataluña,36.95,75.08,29.27,45.9,1,416.76,1128.05,0,400.0,1064.7768704166667,19.72,37.57,0.13306436567162017,1.816663005877528
17,2017,418.75,5.555555555555556,79.0,33450.0,578.054625,1116.8150216666668,1393.2073883333335,901.5741457435848,15799.0,13.96,1.0205611862446453,707.7,Girona,Cataluña,37.5,72.44,30.06,46.45,1,427.36,1139.78,0,400.5322574626865,1084.1202779166667,16.14,36.95,4.548383356866248,3.015785648141267
17,2018,435.66333333333336,5.7316416403959956,79.0,35361.0,614.5000833333334,1177.9653500000002,1433.12414,946.9203961878402,16830.0,11.4,1.0037444693258832,735.9,Girona,Cataluña,36.98,70.9,30.4,46.01,1,437.29,1182.38,0,418.75,1116.8150216666668,13.96,37.5,4.039004975124394,5.475421367638522
17,2019,453.96000000000004,6.164383561643835,79.0,37427.0,643.7732954166667,1228.6175133333334,1479.38724,983.7026502123942,17684.0,10.33,0.9967743538313801,900.0,Girona,Cataluña,36.95,70.52,30.69,46.15,1,452.5,1224.65,0,435.66333333333336,1177.9653500000002,11.4,36.98,4.199726088187372,4.299970566480016
17,2020,475.0,6.345787573216188,78.0,39010.0,613.0953333333333,1182.59166,1442.6140066666667,956.6680187657895,16908.0,12.6,1.0,950.0,Girona,Cataluña,40.17,77.48,32.93,49.65,1,475.0,1182.59,0,453.96000000000004,1228.6175133333334,10.33,36.95,4.634769583223175,-3.7461498663210246
17,2021,497.89186507936506,6.5476190476190474,78.0,40531.0,658.6917404166667,1270.4322383333335,1519.6598616666668,1013.161669535086,18389.0,12.97,0.9699974935414286,950.0,Girona,Cataluña,39.19,75.59,32.76,49.14,1,482.95,1232.32,1,475.0,1182.59166,12.6,40.17,4.819340016708429,7.427802960603791
17,2022,500.0,6.821290322580645,78.0,40253.0,709.8948779166667,1340.95381,1592.3445249999997,1066.0864014660644,19578.0,8.96,0.8949107299739896,1000.0,Girona,Cataluña,37.29,70.43,31.4,46.9,1,447.46,1200.03,1,497.89186507936506,1270.4322383333335,12.97,39.19,0.4234122042341193,5.550990406161516
17,2023,530.0,7.092234923492349,78.0,43082.0,764.8908404166665,1417.10999,1655.3865833333332,1128.3695477754845,20862.0,9.96,0.8643768521205406,1080.0,Girona,Cataluña,37.4,69.29,32.02,46.97,1,458.12,1224.92,1,500.0,1340.95381,8.96,37.29,6.000000000000005,5.6792545300274
17,2024,550.0,7.42114777097559,78.0,43826.0,805.0315716666665,1487.9874316666665,1714.4953416666667,1183.0363329604413,22057.0,9.47,0.8410456579083591,1134.0,Girona,Cataluña,36.96,68.32,32.08,46.49,1,462.58,1251.47,1,530.0,1417.10999,9.96,37.4,3.7735849056603765,5.00154837428437
18,2011,389.0375,4.62962962962963,87.0,15196.0,477.30283333333335,946.6303716666666,1171.2631316666666,815.0414702780105,13084.0,29.12,1.0717791932800231,641.4,Granada,Andalucía,41.1,81.51,33.22,47.73,1,416.96,1014.58,0,,,,,,
18,2012,375.0,4.506012463455916,87.0,15772.0,448.9737083333334,891.7608366666667,1126.4235116666666,774.3987103270914,12216.0,35.59,1.0461898360861621,641.4,Granada,Andalucía,42.05,83.52,33.29,48.42,1,392.32,932.95,0,389.0375,946.6303716666666,29.12,41.1,-3.60826398483437,-5.7962998697575046
18,2013,354.86111111111114,4.3478260869565215,87.0,16628.0,389.818125,842.5173254166666,1103.7071433333333,724.2484446309381,11437.0,37.03,1.031656722448744,645.3,Granada,Andalucía,42.12,91.03,32.15,49.0,1,366.09,869.19,0,375.0,891.7608366666667,35.59,42.05,-5.370370370370359,-5.5220535849128005
18,2014,350.0,4.2682926829268295,87.0,18110.0,364.9228333333333,816.2836191666665,1096.47112,693.4046862085851,11022.0,35.91,1.0332160647146191,645.3,Granada,Andalucía,42.88,95.91,31.92,50.48,1,361.63,843.4,0,354.86111111111114,842.5173254166666,37.03,42.12,-1.3698630136986356,-3.113728995071552
18,2015,350.0,4.235263092578804,87.0,20189.0,372.88308333333333,821.3407191666665,1116.577775,694.5434362870988,11102.0,30.94,1.0384115222946557,648.6,Granada,Andalucía,42.61,93.86,31.35,50.39,1,363.44,852.89,0,350.0,816.2836191666665,35.91,42.88,0.0,0.619527316395585
18,2016,350.0,4.354838709677419,87.0,21842.0,385.7599583333333,825.5128266666667,1136.5658066666667,696.830951257084,11168.0,29.94,1.0405208860397714,655.2,Granada,Andalucía,42.4,90.73,30.79,50.23,1,364.18,858.96,0,350.0,821.3407191666665,30.94,42.61,0.0,0.5079630660748347
18,2017,355.0152488332332,4.430379746835443,86.0,23978.0,415.1816666666667,843.6551729166667,1150.5040483333332,713.6956819261836,11455.0,25.77,1.0205611862446453,707.7,Granada,Andalucía,42.08,85.51,30.86,49.74,1,362.31,861.0,0,350.0,825.5128266666667,29.94,42.4,1.432928238066622,2.197706160818469
18,2018,370.0,4.585575527115161,86.0,25379.0,428.7609166666667,883.9855454166667,1184.4303216666667,741.1976502480741,12093.0,24.0,1.0037444693258832,735.9,Granada,Andalucía,41.86,86.3,31.24,49.92,1,371.39,887.3,0,355.0152488332332,843.6551729166667,25.77,42.08,4.2208753612738015,4.780433261680916
18,2019,400.0,4.954646427249167,86.0,27401.0,467.547625,938.2861566666667,1232.7693299999999,786.5344183091265,12952.0,22.21,0.9967743538313801,900.0,Granada,Andalucía,42.63,85.55,32.45,50.86,1,398.71,935.26,0,370.0,883.9855454166667,24.0,41.86,8.108108108108114,6.1427035240045
18,2020,400.0,5.050505050505051,85.0,28428.0,463.25533333333334,913.7592216666667,1210.5867666666666,778.6136278525568,12564.0,23.77,1.0,950.0,Granada,Andalucía,43.78,86.35,33.04,51.37,1,400.0,913.76,0,400.0,938.2861566666667,22.21,42.63,0.0,-2.614014373518392
18,2021,420.0,5.298013245033112,85.0,29624.0,519.2112083333333,1014.1426566666665,1284.37048,857.5905163320194,14152.0,22.63,0.9699974935414286,950.0,Granada,Andalucía,41.41,80.89,32.7,48.97,1,407.4,983.72,1,400.0,913.7592216666667,23.77,43.78,5.000000000000004,10.985764369841732
18,2022,444.4797222222222,5.555555555555556,85.0,30647.0,545.4332083333334,1082.3502929166668,1352.9347666666667,902.5755417039563,15231.0,20.96,0.8949107299739896,1000.0,Granada,Andalucía,41.07,81.49,32.85,49.25,1,397.77,968.61,1,420.0,1014.1426566666665,22.63,41.41,5.828505291005293,6.725645134993963
18,2023,458.87458333333336,5.865181759169102,85.0,32674.0,587.8098333333334,1154.5965533333333,1414.0257833333333,962.0611433308449,16436.0,20.51,0.8643768521205406,1080.0,Granada,Andalucía,39.74,78.07,32.45,47.7,1,396.64,998.01,1,444.4797222222222,1082.3502929166668,20.96,41.07,3.2385866871817104,6.67494256614285
18,2024,499.1666666666667,6.25,84.0,34132.0,620.8214583333333,1214.9165183333334,1470.2532433333333,1007.9656092435697,17453.0,21.43,0.8410456579083591,1134.0,Granada,Andalucía,41.09,80.4,33.95,49.52,1,419.82,1021.8,1,458.87458333333336,1154.5965533333333,20.51,39.74,8.780630873177952,5.224332674981214
19,2011,470.0,5.921052631578948,83.0,5012.0,638.6529816666667,1216.1620633333334,1466.5166083333334,1074.8209984548846,17474.0,19.57,1.0717791932800231,641.4,Guadalajara,Castilla - La Mancha,38.65,73.59,32.05,43.73,1,503.74,1303.46,0,,,,,,
19,2012,448.3333333333333,5.555555555555556,83.0,5235.0,588.356125,1162.30707,1424.405325,1030.4931247100983,16566.0,22.64,1.0461898360861621,641.4,Guadalajara,Castilla - La Mancha,38.57,76.2,31.48,43.51,1,469.04,1215.99,0,470.0,1216.1620633333334,19.57,38.65,-4.6099290780141855,-4.428274401663557
19,2013,400.0,5.175522986037959,84.0,5583.0,539.1118333333333,1138.5230916666667,1418.2962233333335,1001.768251880877,16165.0,22.56,1.031656722448744,645.3,Guadalajara,Castilla - La Mancha,35.13,74.2,28.2,39.93,1,412.66,1174.57,0,448.3333333333333,1162.30707,22.64,38.57,-10.780669144981413,-2.0462732222159996
19,2014,400.0,4.943820224719102,84.0,6110.0,501.0275,1125.4745249999999,1414.7375233333332,974.4835351552642,15945.0,23.27,1.0332160647146191,645.3,Guadalajara,Castilla - La Mancha,35.54,79.84,28.27,41.05,1,413.29,1162.86,0,400.0,1138.5230916666667,22.56,35.13,0.0,-1.146095916909795
19,2015,390.0,4.891304347826087,84.0,6732.0,522.4889583333334,1133.7781583333333,1435.3186716666667,970.333069814964,16085.0,19.29,1.0384115222946557,648.6,Guadalajara,Castilla - La Mancha,34.4,74.64,27.17,40.19,1,404.98,1177.33,0,400.0,1125.4745249999999,23.27,35.54,-2.500000000000002,0.7377895411122992
19,2016,400.0,4.931506849315069,84.0,7434.0,536.4584166666667,1124.4662266666667,1443.5036816666668,950.3913332365197,15928.0,17.79,1.0405208860397714,655.2,Guadalajara,Castilla - La Mancha,35.57,74.56,27.71,42.09,1,416.21,1170.03,0,390.0,1133.7781583333333,19.29,34.4,2.564102564102555,-0.8213186678737272
19,2017,400.0,5.0,84.0,8226.0,549.5694166666666,1137.0996116666668,1467.169036666667,944.6858111663256,16141.0,13.91,1.0205611862446453,707.7,Guadalajara,Castilla - La Mancha,35.18,72.78,27.26,42.34,1,408.22,1160.48,0,400.0,1124.4662266666667,17.79,35.57,0.0,1.1235006174840967
19,2018,400.0,5.196629213483146,84.0,9025.0,565.0216666666666,1172.093495,1500.6801283333334,964.0005067984486,16731.0,11.45,1.0037444693258832,735.9,Guadalajara,Castilla - La Mancha,34.13,70.79,26.65,41.49,1,401.5,1176.48,0,400.0,1137.0996116666668,13.91,35.18,0.0,3.0774685853636186
19,2019,450.0,5.638888888888889,84.0,10046.0,588.122,1207.7398066666667,1542.2576066666668,984.0263673515142,17332.0,12.14,0.9967743538313801,900.0,Guadalajara,Castilla - La Mancha,37.26,76.51,29.18,45.73,1,448.55,1203.84,0,400.0,1172.093495,11.45,34.13,12.5,3.041251557041247
19,2020,451.9364049678421,5.8510638297872335,84.0,10584.0,594.7555416666667,1193.9795000000001,1514.4404349999998,991.7523042914609,17100.0,14.87,1.0,950.0,Guadalajara,Castilla - La Mancha,37.85,75.99,29.84,45.57,1,451.94,1193.98,0,450.0,1207.7398066666667,12.14,37.26,0.4303122150760341,-1.1393436393095868
19,2021,482.40000000000003,6.110294117647059,84.0,11093.0,637.3254929166667,1264.5010716666666,1578.793593333333,1037.5944709660869,18289.0,12.75,0.9699974935414286,950.0,Guadalajara,Castilla - La Mancha,38.15,75.69,30.55,46.49,1,467.93,1226.56,1,451.9364049678421,1193.9795000000001,14.87,37.85,6.7406818077259345,5.906430693882636
19,2022,500.0,6.41025641025641,84.0,11617.0,658.7549541666667,1333.302605,1647.410725,1075.4322176326189,19449.0,11.17,0.8949107299739896,1000.0,Guadalajara,Castilla - La Mancha,37.5,75.9,30.35,46.49,1,447.46,1193.19,1,482.40000000000003,1264.5010716666666,12.75,38.15,3.6484245439469154,5.441002374371262
19,2023,525.0,6.734809581415341,84.0,12185.0,707.4927554166667,1401.2144633333335,1709.032425,1129.561769824941,20594.0,9.87,0.8643768521205406,1080.0,Guadalajara,Castilla - La Mancha,37.47,74.21,30.72,46.48,1,453.8,1211.18,1,500.0,1333.302605,11.17,37.5,5.000000000000004,5.093506761230193
19,2024,550.0,7.130633814929481,84.0,12637.0,744.9785091666666,1468.6518283333335,1759.5097750000002,1179.7938403238297,21731.0,10.88,0.8410456579083591,1134.0,Guadalajara,Castilla - La Mancha,37.45,73.83,31.26,46.62,1,462.58,1235.2,1,525.0,1401.2144633333335,9.87,37.47,4.761904761904767,4.812779682531532
21,2011,400.0,4.921766653381549,82.0,2955.0,404.1777916666667,816.5996879166665,996.5692341666667,698.7765505017891,11027.0,31.24,1.0717791932800231,641.4,Huelva,Andalucía,48.98,98.97,40.14,57.24,1,428.71,875.21,0,,,,,,
