cpro,año,alquiler_mediano,alquiler_m2,superficie_m2,n_contratos,neto_mes_18_25,neto_mes_26_35,neto_mes_36_45,neto_mes_18_34,sal_26_35,paro_total,factor_2020,smi_mes,provincia,ccaa,tasa_esfuerzo,tasa_esfuerzo_18_25,tasa_esfuerzo_36_45,tasa_esfuerzo_18_34,sobre_30,alquiler_real,salario_real_26_35,D_2021,alquiler_mediano_lag1,neto_mes_26_35_lag1,paro_total_lag1,tasa_esfuerzo_lag1,var_alquiler_pct,var_salario_pct
3,2021,430.0,5.208333333333333,89.0,62132.0,521.864625,1061.6793966666667,1309.2220683333333,874.98074729457,14904.0,18.7,0.9699974935414286,950.0,Alicante/Alacant,Comunitat Valenciana,40.5,82.4,32.84,49.14,1,417.1,1029.83,1,412.4983333333333,979.8808041666666,18.03,42.1,4.2428454256380865,8.34781048390525
3,2022,450.0,5.471698113207547,88.0,66496.0,582.3469166666667,1150.6819833333332,1408.1539283333334,940.3345075418994,16370.0,14.64,0.8949107299739896,1000.0,Alicante/Alacant,Comunitat Valenciana,39.11,77.27,31.96,47.86,1,402.71,1029.76,1,430.0,1061.6793966666667,18.7,40.5,4.651162790697683,8.383188648673624
3,2023,479.1666666666667,5.797101449275362,88.0,72375.0,630.6248354166667,1219.6614516666666,1473.3967616666666,997.2515788237525,17533.0,13.39,0.8643768521205406,1080.0,Alicante/Alacant,Comunitat Valenciana,39.29,75.98,32.52,48.05,1,414.18,1054.25,1,450.0,1150.6819833333332,14.64,39.11,6.481481481481488,5.994659630761867
3,2024,500.0,6.204379562043795,88.0,76825.0,660.9674354166666,1273.6943800000001,1525.8282749999998,1037.3915187880384,18444.0,13.64,0.8410456579083591,1134.0,Alicante/Alacant,Comunitat Valenciana,39.26,75.65,32.77,48.2,1,420.52,1071.24,1,479.1666666666667,1219.6614516666666,13.39,39.29,4.347826086956519,4.430157914681776
4,2011,375.1294444444444,4.775841505035211,83.0,7480.0,492.2087916666667,865.1478479166667,1088.8613091666666,761.6909088816836,11795.0,33.51,1.0717791932800231,641.4,Almería,Andalucía,43.36,76.21,34.45,49.25,1,402.06,927.25,0,,,,,,
4,2012,350.0,4.516129032258065,83.0,7737.0,457.24612499999995,824.9439029166666,1047.5827304166667,728.5507277112638,11159.0,35.31,1.0461898360861621,641.4,Almería,Andalucía,42.43,76.55,33.41,48.04,1,366.17,863.05,0,375.1294444444444,865.1478479166667,33.51,43.36,-6.698872833525604,-4.647060626321142
4,2013,347.1467391304348,4.2562116028910175,84.0,8420.0,417.91312500000004,790.6188366666667,1026.2164829166666,694.1038913053416,10616.0,36.05,1.031656722448744,645.3,Almería,Andalucía,43.91,83.07,33.83,50.01,1,358.14,815.65,0,350.0,824.9439029166666,35.31,42.43,-0.8152173913043348,-4.160897017196019
4,2014,329.5138888888889,4.166666666666667,84.0,9452.0,403.24129166666665,774.8786129166666,1010.1601904166668,675.5109468193987,10367.0,35.6,1.0332160647146191,645.3,Almería,Andalucía,42.52,81.72,32.62,48.78,1,340.46,800.62,0,347.1467391304348,790.6188366666667,36.05,43.91,-5.0793650793650835,-1.990873859818787
4,2015,322.18523550724643,4.10958904109589,84.0,10695.0,413.0745416666667,782.1481941666667,1024.3832841666665,678.3763080831567,10482.0,28.99,1.0384115222946557,648.6,Almería,Andalucía,41.19,78.0,31.45,47.49,1,334.56,812.19,0,329.5138888888889,774.8786129166666,35.6,42.52,-2.2240802675585147,0.9381574260563408
4,2016,330.0,4.192362428842505,84.0,11881.0,424.1564583333333,797.3194941666667,1039.0488741666666,689.1551135212625,10722.0,23.58,1.0405208860397714,655.2,Almería,Andalucía,41.39,77.8,31.76,47.88,1,343.37,829.63,0,322.18523550724643,782.1481941666667,28.99,41.19,2.4255501591964768,1.9396963533444112
4,2017,337.5,4.285714285714286,84.0,13199.0,442.028,816.5364741666667,1058.2658541666667,701.8556965471391,11026.0,24.37,1.0205611862446453,707.7,Almería,Andalucía,41.33,76.35,31.89,48.09,1,344.44,833.33,0,330.0,797.3194941666667,23.58,41.39,2.2727272727272707,2.4101981878776213
4,2018,350.0,4.424778761061947,83.0,14226.0,468.25,858.5736179166666,1093.7287679166666,734.9695751999203,11691.0,22.58,1.0037444693258832,735.9,Almería,Andalucía,40.77,74.75,32.0,47.62,1,351.31,861.79,0,337.5,816.5364741666667,24.37,41.33,3.703703703703698,5.148226084193208
4,2019,360.0,4.736842105263158,83.0,15718.0,507.7390833333333,912.5581604166667,1135.61682,779.001100376596,12545.0,17.62,0.9967743538313801,900.0,Almería,Andalucía,39.45,70.9,31.7,46.21,1,358.84,909.61,0,350.0,858.5736179166666,22.58,40.77,2.857142857142847,6.287701062955309
4,2020,377.6727987735787,4.910714285714286,83.0,16729.0,531.229625,916.3509854166667,1145.759115,795.3909514003183,12605.0,21.91,1.0,950.0,Almería,Andalucía,41.21,71.09,32.96,47.48,1,377.67,916.35,0,360.0,912.5581604166667,17.62,39.45,4.909110770438518,0.4156255638838591
