cpro,provincia,ccaa,año,alquiler_mediano,factor_2020,salario_neto_mes,banda_edad,tasa_esfuerzo,alquiler_real,sobre_30
12,Castellón/Castelló,Comunitat Valenciana,2022,385.9755254564316,0.8949107299739896,1305.4854333333333,26-35,29.57,345.41,0
12,Castellón/Castelló,Comunitat Valenciana,2022,385.9755254564316,0.8949107299739896,1540.3596333333335,36-45,25.06,345.41,0
12,Castellón/Castelló,Comunitat Valenciana,2023,400.0,0.8643768521205406,682.7761791666667,18-25,58.58,345.75,1
12,Castellón/Castelló,Comunitat Valenciana,2023,400.0,0.8643768521205406,1355.366545,26-35,29.51,345.75,0
12,Castellón/Castelló,Comunitat Valenciana,2023,400.0,0.8643768521205406,1590.4871333333333,36-45,25.15,345.75,0
12,Castellón/Castelló,Comunitat Valenciana,2024,440.0,0.8410456579083591,720.5147879166667,18-25,61.07,370.06,1
12,Castellón/Castelló,Comunitat Valenciana,2024,440.0,0.8410456579083591,1403.4683066666666,26-35,31.35,370.06,1
12,Castellón/Castelló,Comunitat Valenciana,2024,440.0,0.8410456579083591,1644.5700083333334,36-45,26.75,370.06,0
13,Ciudad Real,Castilla - La Mancha,2011,350.0,1.0717791932800231,532.0880833333333,18-25,65.78,375.12,1
13,Ciudad Real,Castilla - La Mancha,2011,350.0,1.0717791932800231,1040.7556454166668,26-35,33.63,375.12,1
13,Ciudad Real,Castilla - La Mancha,2011,350.0,1.0717791932800231,1231.34585,36-45,28.42,375.12,0
13,Ciudad Real,Castilla - La Mancha,2012,345.05606060606067,1.0461898360861621,463.801625,18-25,74.4,360.99,1
13,Ciudad Real,Castilla - La Mancha,2012,345.05606060606067,1.0461898360861621,961.1695341666667,26-35,35.9,360.99,1
13,Ciudad Real,Castilla - La Mancha,2012,345.05606060606067,1.0461898360861621,1180.1005699999998,36-45,29.24,360.99,0
13,Ciudad Real,Castilla - La Mancha,2013,322.1479028697572,1.031656722448744,404.33387500000003,18-25,79.67,332.35,1
13,Ciudad Real,Castilla - La Mancha,2013,322.1479028697572,1.031656722448744,918.0577566666667,26-35,35.09,332.35,1
13,Ciudad Real,Castilla - La Mancha,2013,322.1479028697572,1.031656722448744,1175.5928833333332,36-45,27.4,332.35,0
13,Ciudad Real,Castilla - La Mancha,2014,300.0,1.0332160647146191,379.048375,18-25,79.15,309.96,1
13,Ciudad Real,Castilla - La Mancha,2014,300.0,1.0332160647146191,894.2893866666667,26-35,33.55,309.96,1
13,Ciudad Real,Castilla - La Mancha,2014,300.0,1.0332160647146191,1171.9155600000001,36-45,25.6,309.96,0
13,Ciudad Real,Castilla - La Mancha,2015,300.0,1.0384115222946557,393.79825,18-25,76.18,311.52,1
13,Ciudad Real,Castilla - La Mancha,2015,300.0,1.0384115222946557,904.7196554166667,26-35,33.16,311.52,1
13,Ciudad Real,Castilla - La Mancha,2015,300.0,1.0384115222946557,1201.6900166666667,36-45,24.96,311.52,0
13,Ciudad Real,Castilla - La Mancha,2016,300.0,1.0405208860397714,403.7875833333333,18-25,74.3,312.16,1
13,Ciudad Real,Castilla - La Mancha,2016,300.0,1.0405208860397714,903.7082354166665,26-35,33.2,312.16,1
13,Ciudad Real,Castilla - La Mancha,2016,300.0,1.0405208860397714,1208.748105,36-45,24.82,312.16,0
13,Ciudad Real,Castilla - La Mancha,2017,300.0,1.0205611862446453,439.76479166666667,18-25,68.22,306.17,1
13,Ciudad Real,Castilla - La Mancha,2017,300.0,1.0205611862446453,926.7180404166667,26-35,32.37,306.17,1
13,Ciudad Real,Castilla - La Mancha,2017,300.0,1.0205611862446453,1243.0895600000001,36-45,24.13,306.17,0
13,Ciudad Real,Castilla - La Mancha,2018,300.68051575931236,1.0037444693258832,477.92716666666666,18-25,62.91,301.81,1
13,Ciudad Real,Castilla - La Mancha,2018,300.68051575931236,1.0037444693258832,961.9913129166667,26-35,31.26,301.81,1
13,Ciudad Real,Castilla - La Mancha,2018,300.68051575931236,1.0037444693258832,1278.67656,36-45,23.51,301.81,0
13,Ciudad Real,Castilla - La Mancha,2019,330.0,0.9967743538313801,522.567,18-25,63.15,328.94,1
13,Ciudad Real,Castilla - La Mancha,2019,330.0,0.9967743538313801,1018.5676191666666,26-35,32.4,328.94,1
13,Ciudad Real,Castilla - La Mancha,2019,330.0,0.9967743538313801,1332.5315533333332,36-45,24.76,328.94,0
13,Ciudad Real,Castilla - La Mancha,2020,340.04794520547944,1.0,528.8103333333333,18-25,64.3,340.05,1
13,Ciudad Real,Castilla - La Mancha,2020,340.04794520547944,1.0,1010.4130454166666,26-35,33.65,340.05,1
13,Ciudad Real,Castilla - La Mancha,2020,340.04794520547944,1.0,1330.6928916666668,36-45,25.55,340.05,0
13,Ciudad Real,Castilla - La Mancha,2021,350.0,0.9699974935414286,577.8204999999999,18-25,60.57,339.5,1
13,Ciudad Real,Castilla - La Mancha,2021,350.0,0.9699974935414286,1095.581445,26-35,31.95,339.5,1
13,Ciudad Real,Castilla - La Mancha,2021,350.0,0.9699974935414286,1387.9879616666667,36-45,25.22,339.5,0
13,Ciudad Real,Castilla - La Mancha,2022,350.6112774451097,0.8949107299739896,606.3057083333333,18-25,57.83,313.77,1
13,Ciudad Real,Castilla - La Mancha,2022,350.6112774451097,0.8949107299739896,1147.7164,26-35,30.55,313.77,1
13,Ciudad Real,Castilla - La Mancha,2022,350.6112774451097,0.8949107299739896,1438.46219,36-45,24.37,313.77,0
13,Ciudad Real,Castilla - La Mancha,2023,371.38786069651746,0.8643768521205406,653.9507091666667,18-25,56.79,321.02,1
13,Ciudad Real,Castilla - La Mancha,2023,371.38786069651746,0.8643768521205406,1223.694645,26-35,30.35,321.02,1
13,Ciudad Real,Castilla - La Mancha,2023,371.38786069651746,0.8643768521205406,1499.9090766666666,36-45,24.76,321.02,0
13,Ciudad Real,Castilla - La Mancha,2024,398.3673469387756,0.8410456579083591,683.7243854166667,18-25,58.26,335.05,1
13,Ciudad Real,Castilla - La Mancha,2024,398.3673469387756,0.8410456579083591,1279.03243,26-35,31.15,335.05,1
13,Ciudad Real,Castilla - La Mancha,2024,398.3673469387756,0.8410456579083591,1544.9859433333334,36-45,25.78,335.05,0
14,Córdoba,Andalucía,2011,400.219298245614,1.0717791932800231,471.52774999999997,18-25,84.88,428.95,1
14,Córdoba,Andalucía,2011,400.219298245614,1.0717791932800231,920.5230929166668,26-35,43.48,428.95,1
14,Córdoba,Andalucía,2011,400.219298245614,1.0717791932800231,1079.6321016666668,36-45,37.07,428.95,1
14,Córdoba,Andalucía,2012,400.0,1.0461898360861621,426.8879166666666,18-25,93.7,418.48,1
14,Córdoba,Andalucía,2012,400.0,1.0461898360861621,862.8721529166666,26-35,46.36,418.48,1
14,Córdoba,Andalucía,2012,400.0,1.0461898360861621,1031.4632241666666,36-45,38.78,418.48,1
14,Córdoba,Andalucía,2013,395.8333333333333,1.031656722448744,380.8433333333333,18-25,103.94,408.36,1
14,Córdoba,Andalucía,2013,395.8333333333333,1.031656722448744,820.3292991666667,26-35,48.25,408.36,1
14,Córdoba,Andalucía,2013,395.8333333333333,1.031656722448744,1016.6712066666668,36-45,38.93,408.36,1
14,Córdoba,Andalucía,2014,385.8333333333333,1.0332160647146191,360.9427083333333,18-25,106.9,398.65,1
14,Córdoba,Andalucía,2014,385.8333333333333,1.0332160647146191,805.6004954166668,26-35,47.89,398.65,1
14,Córdoba,Andalucía,2014,385.8333333333333,1.0332160647146191,1021.7915204166667,36-45,37.76,398.65,1
14,Córdoba,Andalucía,2015,380.0,1.0384115222946557,372.4148333333333,18-25,102.04,394.6,1
14,Córdoba,Andalucía,2015,380.0,1.0384115222946557,813.8182829166667,26-35,46.69,394.6,1
14,Córdoba,Andalucía,2015,380.0,1.0384115222946557,1046.4448829166665,36-45,36.31,394.6,1
14,Córdoba,Andalucía,2016,390.5,1.0405208860397714,377.2534166666667,18-25,103.51,406.32,1
14,Córdoba,Andalucía,2016,390.5,1.0405208860397714,817.8007491666667,26-35,47.75,406.32,1
14,Córdoba,Andalucía,2016,390.5,1.0405208860397714,1077.0403379166667,36-45,36.26,406.32,1
14,Córdoba,Andalucía,2017,400.0,1.0205611862446453,406.5190416666667,18-25,98.4,408.22,1
14,Córdoba,Andalucía,2017,400.0,1.0205611862446453,838.0923629166667,26-35,47.73,408.22,1
14,Córdoba,Andalucía,2017,400.0,1.0205611862446453,1104.1816366666667,36-45,36.23,408.22,1
14,Córdoba,Andalucía,2018,400.0,1.0037444693258832,431.7265,18-25,92.65,401.5,1
14,Córdoba,Andalucía,2018,400.0,1.0037444693258832,877.3481016666668,26-35,45.59,401.5,1
14,Córdoba,Andalucía,2018,400.0,1.0037444693258832,1143.0307783333335,36-45,34.99,401.5,1
14,Córdoba,Andalucía,2019,425.0,0.9967743538313801,472.0740416666667,18-25,90.03,423.63,1
14,Córdoba,Andalucía,2019,425.0,0.9967743538313801,932.7233466666667,26-35,45.57,423.63,1
14,Córdoba,Andalucía,2019,425.0,0.9967743538313801,1194.6912399999999,36-45,35.57,423.63,1
14,Córdoba,Andalucía,2020,428.99532710280386,1.0,455.9974583333333,18-25,94.08,429.0,1
14,Córdoba,Andalucía,2020,428.99532710280386,1.0,908.3228391666668,26-35,47.23,429.0,1
14,Córdoba,Andalucía,2020,428.99532710280386,1.0,1182.1764783333333,36-45,36.29,429.0,1
14,Córdoba,Andalucía,2021,447.3039215686274,0.9699974935414286,525.3765,18-25,85.14,433.88,1
14,Córdoba,Andalucía,2021,447.3039215686274,0.9699974935414286,1010.9819691666667,26-35,44.24,433.88,1
14,Córdoba,Andalucía,2021,447.3039215686274,0.9699974935414286,1254.3587766666667,36-45,35.66,433.88,1
14,Córdoba,Andalucía,2022,450.0,0.8949107299739896,554.5640833333333,18-25,81.14,402.71,1
14,Córdoba,Andalucía,2022,450.0,0.8949107299739896,1072.1728791666667,26-35,41.97,402.71,1
14,Córdoba,Andalucía,2022,450.0,0.8949107299739896,1313.373885,36-45,34.26,402.71,1
14,Córdoba,Andalucía,2023,462.4829700272479,0.8643768521205406,603.0279583333333,18-25,76.69,399.76,1
14,Córdoba,Andalucía,2023,462.4829700272479,0.8643768521205406,1141.4293633333334,26-35,40.52,399.76,1
14,Córdoba,Andalucía,2023,462.4829700272479,0.8643768521205406,1377.3711733333332,36-45,33.58,399.76,1
14,Córdoba,Andalucía,2024,483.41503267973854,0.8410456579083591,628.4695416666667,18-25,76.92,406.57,1
14,Córdoba,Andalucía,2024,483.41503267973854,0.8410456579083591,1197.8347583333332,26-35,40.36,406.57,1
14,Córdoba,Andalucía,2024,483.41503267973854,0.8410456579083591,1433.7172566666668,36-45,33.72,406.57,1
15,"Coruña, A",Galicia,2011,360.0,1.0717791932800231,603.808375,18-25,59.62,385.84,1
15,"Coruña, A",Galicia,2011,360.0,1.0717791932800231,1108.5113883333333,26-35,32.48,385.84,1
15,"Coruña, A",Galicia,2011,360.0,1.0717791932800231,1392.0211550000001,36-45,25.86,385.84,0
15,"Coruña, A",Galicia,2012,360.0,1.0461898360861621,563.6169166666667,18-25,63.87,376.63,1
15,"Coruña, A",Galicia,2012,360.0,1.0461898360861621,1063.7022366666667,26-35,33.84,376.63,1
15,"Coruña, A",Galicia,2012,360.0,1.0461898360861621,1354.9513633333333,36-45,26.57,376.63,0
15,"Coruña, A",Galicia,2013,350.0,1.031656722448744,516.5577916666667,18-25,67.76,361.08,1
15,"Coruña, A",Galicia,2013,350.0,1.031656722448744,1038.4799504166667,26-35,33.7,361.08,1
15,"Coruña, A",Galicia,2013,350.0,1.031656722448744,1349.7319366666668,36-45,25.93,361.08,0
15,"Coruña, A",Galicia,2014,350.0,1.0332160647146191,484.7948333333334,18-25,72.2,361.63,1
15,"Coruña, A",Galicia,2014,350.0,1.0332160647146191,1022.5500854166667,26-35,34.23,361.63,1
15,"Coruña, A",Galicia,2014,350.0,1.0332160647146191,1339.7675766666666,36-45,26.12,361.63,0
15,"Coruña, A",Galicia,2015,350.0,1.0384115222946557,484.01441666666665,18-25,72.31,363.44,1
15,"Coruña, A",Galicia,2015,350.0,1.0384115222946557,1037.9110266666667,26-35,33.72,363.44,1
15,"Coruña, A",Galicia,2015,350.0,1.0384115222946557,1360.0521666666666,36-45,25.73,363.44,0
15,"Coruña, A",Galicia,2016,350.0,1.0405208860397714,507.2708333333333,18-25,69.0,364.18,1
15,"Coruña, A",Galicia,2016,350.0,1.0405208860397714,1043.1577679166667,26-35,33.55,364.18,1
15,"Coruña, A",Galicia,2016,350.0,1.0405208860397714,1376.0663166666666,36-45,25.43,364.18,0
15,"Coruña, A",Galicia,2017,350.0,1.0205611862446453,524.7521666666667,18-25,66.7,357.2,1
15,"Coruña, A",Galicia,2017,350.0,1.0205611862446453,1071.2878866666667,26-35,32.67,357.2,1
15,"Coruña, A",Galicia,2017,350.0,1.0205611862446453,1390.2418049999999,36-45,25.18,357.2,0
15,"Coruña, A",Galicia,2018,353.0,1.0037444693258832,553.7836666666667,18-25,63.74,354.32,1
15,"Coruña, A",Galicia,2018,353.0,1.0037444693258832,1117.7640083333333,26-35,31.58,354.32,1
15,"Coruña, A",Galicia,2018,353.0,1.0037444693258832,1425.5915583333333,36-45,24.76,354.32,0
15,"Coruña, A",Galicia,2019,378.0763239875389,0.9967743538313801,580.16175,18-25,65.17,376.86,1
15,"Coruña, A",Galicia,2019,378.0763239875389,0.9967743538313801,1156.8503966666667,26-35,32.68,376.86,1
15,"Coruña, A",Galicia,2019,378.0763239875389,0.9967743538313801,1474.7016183333335,36-45,25.64,376.86,0
15,"Coruña, A",Galicia,2020,387.37226277372264,1.0,568.2994166666666,18-25,68.16,387.37,1
15,"Coruña, A",Galicia,2020,387.37226277372264,1.0,1130.9905099999999,26-35,34.25,387.37,1
15,"Coruña, A",Galicia,2020,387.37226277372264,1.0,1442.02089,36-45,26.86,387.37,0
15,"Coruña, A",Galicia,2021,400.0,0.9699974935414286,586.249,18-25,68.23,388.0,1
15,"Coruña, A",Galicia,2021,400.0,0.9699974935414286,1206.5535733333334,26-35,33.15,388.0,1
15,"Coruña, A",Galicia,2021,400.0,0.9699974935414286,1502.9932833333332,36-45,26.61,388.0,0
15,"Coruña, A",Galicia,2022,401.0989010989011,0.8949107299739896,638.6529816666667,18-25,62.8,358.95,1
15,"Coruña, A",Galicia,2022,401.0989010989011,0.8949107299739896,1293.3858533333332,26-35,31.01,358.95,1
15,"Coruña, A",Galicia,2022,401.0989010989011,0.8949107299739896,1594.9120958333333,36-45,25.15,358.95,0
15,"Coruña, A",Galicia,2023,430.0,0.8643768521205406,685.1783016666667,18-25,62.76,371.68,1
15,"Coruña, A",Galicia,2023,430.0,0.8643768521205406,1372.1517466666667,26-35,31.34,371.68,1
15,"Coruña, A",Galicia,2023,430.0,0.8643768521205406,1676.8012166666667,36-45,25.64,371.68,0
15,"Coruña, A",Galicia,2024,450.0,0.8410456579083591,721.2733529166667,18-25,62.39,378.47,1
15,"Coruña, A",Galicia,2024,450.0,0.8410456579083591,1443.6223049999999,26-35,31.17,378.47,1
15,"Coruña, A",Galicia,2024,450.0,0.8410456579083591,1742.8478791666669,36-45,25.82,378.47,0
16,Cuenca,Castilla - La Mancha,2011,416.6666666666667,1.0717791932800231,577.4302916666667,18-25,72.16,446.57,1
16,Cuenca,Castilla - La Mancha,2011,416.6666666666667,1.0717791932800231,1003.5859604166666,26-35,41.52,446.57,1
16,Cuenca,Castilla - La Mancha,2011,416.6666666666667,1.0717791932800231,1160.2311616666668,36-45,35.91,446.57,1
16,Cuenca,Castilla - La Mancha,2012,400.0,1.0461898360861621,510.86075,18-25,78.3,418.48,1
16,Cuenca,Castilla - La Mancha,2012,400.0,1.0461898360861621,930.7637204166666,26-35,42.98,418.48,1
16,Cuenca,Castilla - La Mancha,2012,400.0,1.0461898360861621,1120.9668383333333,36-45,35.68,418.48,1
16,Cuenca,Castilla - La Mancha,2013,370.762014049051,1.031656722448744,457.63633333333337,18-25,81.02,382.5,1
16,Cuenca,Castilla - La Mancha,2013,370.762014049051,1.031656722448744,896.6282954166667,26-35,41.35,382.5,1
16,Cuenca,Castilla - La Mancha,2013,370.762014049051,1.031656722448744,1113.019075,36-45,33.31,382.5,1
16,Cuenca,Castilla - La Mancha,2014,350.0,1.0332160647146191,445.1496666666667,18-25,78.63,361.63,1
16,Cuenca,Castilla - La Mancha,2014,350.0,1.0332160647146191,893.7836766666668,26-35,39.16,361.63,1
16,Cuenca,Castilla - La Mancha,2014,350.0,1.0332160647146191,1110.2314266666665,36-45,31.52,361.63,1
16,Cuenca,Castilla - La Mancha,2015,350.0,1.0384115222946557,450.14433333333335,18-25,77.75,363.44,1
16,Cuenca,Castilla - La Mancha,2015,350.0,1.0384115222946557,905.0989379166667,26-35,38.67,363.44,1
16,Cuenca,Castilla - La Mancha,2015,350.0,1.0384115222946557,1128.5587316666667,36-45,31.01,363.44,1
16,Cuenca,Castilla - La Mancha,2016,350.0,1.0405208860397714,463.56750000000005,18-25,75.5,364.18,1
16,Cuenca,Castilla - La Mancha,2016,350.0,1.0405208860397714,914.5177866666667,26-35,38.27,364.18,1
16,Cuenca,Castilla - La Mancha,2016,350.0,1.0405208860397714,1142.6749083333332,36-45,30.63,364.18,1
16,Cuenca,Castilla - La Mancha,2017,350.0,1.0205611862446453,494.472,18-25,70.78,357.2,1
16,Cuenca,Castilla - La Mancha,2017,350.0,1.0205611862446453,949.4749904166666,26-35,36.86,357.2,1
16,Cuenca,Castilla - La Mancha,2017,350.0,1.0205611862446453,1174.3473383333333,36-45,29.8,357.2,0
16,Cuenca,Castilla - La Mancha,2018,350.0,1.0037444693258832,514.0604583333334,18-25,68.09,351.31,1
16,Cuenca,Castilla - La Mancha,2018,350.0,1.0037444693258832,993.4085466666666,26-35,35.23,351.31,1
16,Cuenca,Castilla - La Mancha,2018,350.0,1.0037444693258832,1212.5440516666665,36-45,28.86,351.31,0
16,Cuenca,Castilla - La Mancha,2019,377.3801986754967,0.9967743538313801,556.9053333333333,18-25,67.76,376.16,1
16,Cuenca,Castilla - La Mancha,2019,377.3801986754967,0.9967743538313801,1052.0709066666666,26-35,35.87,376.16,1
16,Cuenca,Castilla - La Mancha,2019,377.3801986754967,0.9967743538313801,1256.61262,36-45,30.03,376.16,1
16,Cuenca,Castilla - La Mancha,2020,390.0,1.0,591.3217083333333,18-25,65.95,390.0,1
16,Cuenca,Castilla - La Mancha,2020,390.0,1.0,1065.1561529166665,26-35,36.61,390.0,1
16,Cuenca,Castilla - La Mancha,2020,390.0,1.0,1274.584055,36-45,30.6,390.0,1
16,Cuenca,Castilla - La Mancha,2021,400.0,0.9699974935414286,607.7885,18-25,65.81,388.0,1
16,Cuenca,Castilla - La Mancha,2021,400.0,0.9699974935414286,1132.8884833333334,26-35,35.31,388.0,1
16,Cuenca,Castilla - La Mancha,2021,400.0,0.9699974935414286,1331.8791250000002,36-45,30.03,388.0,1
16,Cuenca,Castilla - La Mancha,2022,410.4166666666667,0.8949107299739896,653.8242816666667,18-25,62.77,367.29,1
16,Cuenca,Castilla - La Mancha,2022,410.4166666666667,0.8949107299739896,1192.0222150000002,26-35,34.43,367.29,1
16,Cuenca,Castilla - La Mancha,2022,410.4166666666667,0.8949107299739896,1372.9227983333333,36-45,29.89,367.29,0
16,Cuenca,Castilla - La Mancha,2023,446.6666666666667,0.8643768521205406,690.9939666666666,18-25,64.64,386.09,1
16,Cuenca,Castilla - La Mancha,2023,446.6666666666667,0.8643768521205406,1244.51304,26-35,35.89,386.09,1
16,Cuenca,Castilla - La Mancha,2023,446.6666666666667,0.8643768521205406,1427.9047133333333,36-45,31.28,386.09,1
16,Cuenca,Castilla - La Mancha,2024,460.0,0.8410456579083591,708.2513204166667,18-25,64.95,386.88,1
16,Cuenca,Castilla - La Mancha,2024,460.0,0.8410456579083591,1302.6384733333332,26-35,35.31,386.88,1
16,Cuenca,Castilla - La Mancha,2024,460.0,0.8410456579083591,1473.9305666666667,36-45,31.21,386.88,1
17,Girona,Cataluña,2011,450.0,1.0717791932800231,581.2543333333333,18-25,77.42,482.3,1
17,Girona,Cataluña,2011,450.0,1.0717791932800231,1112.0700883333332,26-35,40.47,482.3,1
17,Girona,Cataluña,2011,450.0,1.0717791932800231,1369.9572150000001,36-45,32.85,482.3,1
17,Girona,Cataluña,2012,430.0,1.0461898360861621,543.3260833333334,18-25,79.14,449.86,1
17,Girona,Cataluña,2012,430.0,1.0461898360861621,1077.9253304166666,26-35,39.89,449.86,1
17,Girona,Cataluña,2012,430.0,1.0461898360861621,1339.1151483333335,36-45,32.11,449.86,1
17,Girona,Cataluña,2013,405.5555555555555,1.031656722448744,500.0129583333333,18-25,81.11,418.39,1
17,Girona,Cataluña,2013,405.5555555555555,1.031656722448744,1053.0191129166667,26-35,38.51,418.39,1
17,Girona,Cataluña,2013,405.5555555555555,1.031656722448744,1324.5244783333335,36-45,30.62,418.39,1
17,Girona,Cataluña,2014,400.0,1.0332160647146191,485.341125,18-25,82.42,413.29,1
17,Girona,Cataluña,2014,400.0,1.0332160647146191,1047.3298754166667,26-35,38.19,413.29,1
17,Girona,Cataluña,2014,400.0,1.0332160647146191,1321.1437133333334,36-45,30.28,413.29,1
17,Girona,Cataluña,2015,400.0,1.0384115222946557,503.91504166666664,18-25,79.38,415.36,1
17,Girona,Cataluña,2015,400.0,1.0384115222946557,1064.7768704166667,26-35,37.57,415.36,1
17,Girona,Cataluña,2015,400.0,1.0384115222946557,1346.8849766666667,36-45,29.7,415.36,0
17,Girona,Cataluña,2016,400.5322574626865,1.0405208860397714,533.4928333333334,18-25,75.08,416.76,1
17,Girona,Cataluña,2016,400.5322574626865,1.0405208860397714,1084.1202779166667,26-35,36.95,416.76,1
17,Girona,Cataluña,2016,400.5322574626865,1.0405208860397714,1368.2371766666665,36-45,29.27,416.76,0
17,Girona,Cataluña,2017,418.75,1.0205611862446453,578.054625,18-25,72.44,427.36,1
17,Girona,Cataluña,2017,418.75,1.0205611862446453,1116.8150216666668,26-35,37.5,427.36,1
17,Girona,Cataluña,2017,418.75,1.0205611862446453,1393.2073883333335,36-45,30.06,427.36,1
17,Girona,Cataluña,2018,435.66333333333336,1.0037444693258832,614.5000833333334,18-25,70.9,437.29,1
17,Girona,Cataluña,2018,435.66333333333336,1.0037444693258832,1177.9653500000002,26-35,36.98,437.29,1
17,Girona,Cataluña,2018,435.66333333333336,1.0037444693258832,1433.12414,36-45,30.4,437.29,1
17,Girona,Cataluña,2019,453.96000000000004,0.9967743538313801,643.7732954166667,18-25,70.52,452.5,1
17,Girona,Cataluña,2019,453.96000000000004,0.9967743538313801,1228.6175133333334,26-35,36.95,452.5,1
17,Girona,Cataluña,2019,453.96000000000004,0.9967743538313801,1479.38724,36-45,30.69,452.5,1
17,Girona,Cataluña,2020,475.0,1.0,613.0953333333333,18-25,77.48,475.0,1
17,Girona,Cataluña,2020,475.0,1.0,1182.59166,26-35,40.17,475.0,1
17,Girona,Cataluña,2020,475.0,1.0,1442.6140066666667,36-45,32.93,475.0,1
17,Girona,Cataluña,2021,497.89186507936506,0.9699974935414286,658.6917404166667,18-25,75.59,482.95,1
17,Girona,Cataluña,2021,497.89186507936506,0.9699974935414286,1270.4322383333335,26-35,39.19,482.95,1
17,Girona,Cataluña,2021,497.89186507936506,0.9699974935414286,1519.6598616666668,36-45,32.76,482.95,1
17,Girona,Cataluña,2022,500.0,0.8949107299739896,709.8948779166667,18-25,70.43,447.46,1
17,Girona,Cataluña,2022,500.0,0.8949107299739896,1340.95381,26-35,37.29,447.46,1
17,Girona,Cataluña,2022,500.0,0.8949107299739896,1592.3445249999997,36-45,31.4,447.46,1
17,Girona,Cataluña,2023,530.0,0.8643768521205406,764.8908404166665,18-25,69.29,458.12,1
17,Girona,Cataluña,2023,530.0,0.8643768521205406,1417.10999,26-35,37.4,458.12,1
17,Girona,Cataluña,2023,530.0,0.8643768521205406,1655.3865833333332,36-45,32.02,458.12,1
17,Girona,Cataluña,2024,550.0,0.8410456579083591,805.0315716666665,18-25,68.32,462.58,1
17,Girona,Cataluña,2024,550.0,0.8410456579083591,1487.9874316666665,26-35,36.96,462.58,1
17,Girona,Cataluña,2024,550.0,0.8410456579083591,1714.4953416666667,36-45,32.08,462.58,1
18,Granada,Andalucía,2011,389.0375,1.0717791932800231,477.30283333333335,18-25,81.51,416.96,1
18,Granada,Andalucía,2011,389.0375,1.0717791932800231,946.6303716666666,26-35,41.1,416.96,1
18,Granada,Andalucía,2011,389.0375,1.0717791932800231,1171.2631316666666,36-45,33.22,416.96,1
18,Granada,Andalucía,2012,375.0,1.0461898360861621,448.9737083333334,18-25,83.52,392.32,1
18,Granada,Andalucía,2012,375.0,1.0461898360861621,891.7608366666667,26-35,42.05,392.32,1
18,Granada,Andalucía,2012,375.0,1.0461898360861621,1126.4235116666666,36-45,33.29,392.32,1
18,Granada,Andalucía,2013,354.86111111111114,1.031656722448744,389.818125,18-25,91.03,366.09,1
18,Granada,Andalucía,2013,354.86111111111114,1.031656722448744,842.5173254166666,26-35,42.12,366.09,1
18,Granada,Andalucía,2013,354.86111111111114,1.031656722448744,1103.7071433333333,36-45,32.15,366.09,1
18,Granada,Andalucía,2014,350.0,1.0332160647146191,364.9228333333333,18-25,95.91,361.63,1
18,Granada,Andalucía,2014,350.0,1.0332160647146191,816.2836191666665,26-35,42.88,361.63,1
18,Granada,Andalucía,2014,350.0,1.0332160647146191,1096.47112,36-45,31.92,361.63,1
18,Granada,Andalucía,2015,350.0,1.0384115222946557,372.88308333333333,18-25,93.86,363.44,1
18,Granada,Andalucía,2015,350.0,1.0384115222946557,821.3407191666665,26-35,42.61,363.44,1
18,Granada,Andalucía,2015,350.0,1.0384115222946557,1116.577775,36-45,31.35,363.44,1
18,Granada,Andalucía,2016,350.0,1.0405208860397714,385.7599583333333,18-25,90.73,364.18,1
18,Granada,Andalucía,2016,350.0,1.0405208860397714,825.5128266666667,26-35,42.4,364.18,1
18,Granada,Andalucía,2016,350.0,1.0405208860397714,1136.5658066666667,36-45,30.79,364.18,1
18,Granada,Andalucía,2017,355.0152488332332,1.0205611862446453,415.1816666666667,18-25,85.51,362.31,1
18,Granada,Andalucía,2017,355.0152488332332,1.0205611862446453,843.6551729166667,26-35,42.08,362.31,1
18,Granada,Andalucía,2017,355.0152488332332,1.0205611862446453,1150.5040483333332,36-45,30.86,362.31,1
18,Granada,Andalucía,2018,370.0,1.0037444693258832,428.7609166666667,18-25,86.3,371.39,1
18,Granada,Andalucía,2018,370.0,1.0037444693258832,883.9855454166667,26-35,41.86,371.39,1
18,Granada,Andalucía,2018,370.0,1.0037444693258832,1184.4303216666667,36-45,31.24,371.39,1
18,Granada,Andalucía,2019,400.0,0.9967743538313801,467.547625,18-25,85.55,398.71,1
18,Granada,Andalucía,2019,400.0,0.9967743538313801,938.2861566666667,26-35,42.63,398.71,1
18,Granada,Andalucía,2019,400.0,0.9967743538313801,1232.7693299999999,36-45,32.45,398.71,1
18,Granada,Andalucía,2020,400.0,1.0,463.25533333333334,18-25,86.35,400.0,1
18,Granada,Andalucía,2020,400.0,1.0,913.7592216666667,26-35,43.78,400.0,1
18,Granada,Andalucía,2020,400.0,1.0,1210.5867666666666,36-45,33.04,400.0,1
18,Granada,Andalucía,2021,420.0,0.9699974935414286,519.2112083333333,18-25,80.89,407.4,1
18,Granada,Andalucía,2021,420.0,0.9699974935414286,1014.1426566666665,26-35,41.41,407.4,1
18,Granada,Andalucía,2021,420.0,0.9699974935414286,1284.37048,36-45,32.7,407.4,1
18,Granada,Andalucía,2022,444.4797222222222,0.8949107299739896,545.4332083333334,18-25,81.49,397.77,1
18,Granada,Andalucía,2022,444.4797222222222,0.8949107299739896,1082.3502929166668,26-35,41.07,397.77,1
