cpro,provincia,ccaa,año,alquiler_mediano,factor_2020,salario_neto_mes,banda_edad,tasa_esfuerzo,alquiler_real,sobre_30
26,"Rioja, La","Rioja, La",2024,482.8245833333333,0.8410456579083591,1626.4877541666665,36-45,29.69,406.08,0
27,Lugo,Galicia,2011,300.0,1.0717791932800231,620.8214583333333,18-25,48.32,321.53,1
27,Lugo,Galicia,2011,300.0,1.0717791932800231,1050.1744941666666,26-35,28.57,321.53,0
27,Lugo,Galicia,2011,300.0,1.0717791932800231,1241.9626383333334,36-45,24.16,321.53,0
27,Lugo,Galicia,2012,300.0,1.0461898360861621,569.626125,18-25,52.67,313.86,1
27,Lugo,Galicia,2012,300.0,1.0461898360861621,1007.6316404166668,26-35,29.77,313.86,0
27,Lugo,Galicia,2012,300.0,1.0461898360861621,1204.4183533333332,36-45,24.91,313.86,0
27,Lugo,Galicia,2013,300.0,1.031656722448744,520.3037916666666,18-25,57.66,309.5,1
27,Lugo,Galicia,2013,300.0,1.031656722448744,983.5472016666666,26-35,30.5,309.5,1
27,Lugo,Galicia,2013,300.0,1.031656722448744,1201.5713933333334,36-45,24.97,309.5,0
27,Lugo,Galicia,2014,300.0,1.0332160647146191,483.0779166666667,18-25,62.1,309.96,1
27,Lugo,Galicia,2014,300.0,1.0332160647146191,966.8587716666666,26-35,31.03,309.96,1
27,Lugo,Galicia,2014,300.0,1.0332160647146191,1212.48474,36-45,24.74,309.96,0
27,Lugo,Galicia,2015,300.0,1.0384115222946557,480.19037499999996,18-25,62.48,311.52,1
27,Lugo,Galicia,2015,300.0,1.0384115222946557,971.7262304166667,26-35,30.87,311.52,1
27,Lugo,Galicia,2015,300.0,1.0384115222946557,1224.8215666666667,36-45,24.49,311.52,0
27,Lugo,Galicia,2016,300.0,1.0405208860397714,495.33045833333335,18-25,60.57,312.16,1
27,Lugo,Galicia,2016,300.0,1.0405208860397714,977.7947504166667,26-35,30.68,312.16,1
27,Lugo,Galicia,2016,300.0,1.0405208860397714,1237.5142633333335,36-45,24.24,312.16,0
27,Lugo,Galicia,2017,300.0,1.0205611862446453,520.5379166666667,18-25,57.63,306.17,1
27,Lugo,Galicia,2017,300.0,1.0205611862446453,994.4831804166666,26-35,30.17,306.17,1
27,Lugo,Galicia,2017,300.0,1.0205611862446453,1259.6375150000001,36-45,23.82,306.17,0
27,Lugo,Galicia,2018,300.0,1.0037444693258832,540.9067916666667,18-25,55.46,301.12,1
27,Lugo,Galicia,2018,300.0,1.0037444693258832,1037.8478129166667,26-35,28.91,301.12,0
27,Lugo,Galicia,2018,300.0,1.0037444693258832,1294.7500216666667,36-45,23.17,301.12,0
27,Lugo,Galicia,2019,305.0,0.9967743538313801,566.5825,18-25,53.83,304.02,1
27,Lugo,Galicia,2019,305.0,0.9967743538313801,1096.5304316666668,26-35,27.82,304.02,0
27,Lugo,Galicia,2019,305.0,0.9967743538313801,1339.2930833333332,36-45,22.77,304.02,0
27,Lugo,Galicia,2020,319.99666666666667,1.0,570.9528333333334,18-25,56.05,320.0,1
27,Lugo,Galicia,2020,319.99666666666667,1.0,1086.6488279166667,26-35,29.45,320.0,0
27,Lugo,Galicia,2020,319.99666666666667,1.0,1338.3440966666667,36-45,23.91,320.0,0
27,Lugo,Galicia,2021,325.1841156613444,0.9699974935414286,598.8137083333334,18-25,54.3,315.43,1
27,Lugo,Galicia,2021,325.1841156613444,0.9699974935414286,1158.0366299999998,26-35,28.08,315.43,0
27,Lugo,Galicia,2021,325.1841156613444,0.9699974935414286,1396.291595,36-45,23.29,315.43,0
27,Lugo,Galicia,2022,342.20500000000004,0.8949107299739896,645.5432804166667,18-25,53.01,306.24,1
27,Lugo,Galicia,2022,342.20500000000004,0.8949107299739896,1220.66975,26-35,28.03,306.24,0
27,Lugo,Galicia,2022,342.20500000000004,0.8949107299739896,1459.45852,36-45,23.45,306.24,0
27,Lugo,Galicia,2023,350.0,0.8643768521205406,691.6261041666667,18-25,50.61,302.53,1
27,Lugo,Galicia,2023,350.0,0.8643768521205406,1284.9635966666667,26-35,27.24,302.53,0
27,Lugo,Galicia,2023,350.0,0.8643768521205406,1534.9029600000001,36-45,22.8,302.53,0
27,Lugo,Galicia,2024,370.0,0.8410456579083591,711.7280766666667,18-25,51.99,311.19,1
27,Lugo,Galicia,2024,370.0,0.8410456579083591,1340.8944983333333,26-35,27.59,311.19,0
27,Lugo,Galicia,2024,370.0,0.8410456579083591,1571.0830766666668,36-45,23.55,311.19,0
28,Madrid,"Madrid, Comunidad de",2011,650.0,1.0717791932800231,632.2683929166667,18-25,102.8,696.66,1
28,Madrid,"Madrid, Comunidad de",2011,650.0,1.0717791932800231,1347.537405,26-35,48.24,696.66,1
28,Madrid,"Madrid, Comunidad de",2011,650.0,1.0717791932800231,1795.7289125,36-45,36.2,696.66,1
28,Madrid,"Madrid, Comunidad de",2012,622.9575163398692,1.0461898360861621,600.2184583333334,18-25,103.79,651.73,1
28,Madrid,"Madrid, Comunidad de",2012,622.9575163398692,1.0461898360861621,1307.0275366666667,26-35,47.66,651.73,1
28,Madrid,"Madrid, Comunidad de",2012,622.9575163398692,1.0461898360861621,1759.7282916666666,36-45,35.4,651.73,1
28,Madrid,"Madrid, Comunidad de",2013,600.0,1.031656722448744,547.618375,18-25,109.57,618.99,1
28,Madrid,"Madrid, Comunidad de",2013,600.0,1.031656722448744,1279.1510533333333,26-35,46.91,618.99,1
28,Madrid,"Madrid, Comunidad de",2013,600.0,1.031656722448744,1749.5672666666667,36-45,34.29,618.99,1
28,Madrid,"Madrid, Comunidad de",2014,575.0,1.0332160647146191,517.8064583333334,18-25,111.05,594.1,1
28,Madrid,"Madrid, Comunidad de",2014,575.0,1.0332160647146191,1259.6375150000001,26-35,45.65,594.1,1
28,Madrid,"Madrid, Comunidad de",2014,575.0,1.0332160647146191,1744.8691583333336,36-45,32.95,594.1,1
28,Madrid,"Madrid, Comunidad de",2015,570.0,1.0384115222946557,510.62662500000005,18-25,111.63,591.89,1
28,Madrid,"Madrid, Comunidad de",2015,570.0,1.0384115222946557,1267.466655,26-35,44.97,591.89,1
28,Madrid,"Madrid, Comunidad de",2015,570.0,1.0384115222946557,1762.1866041666665,36-45,32.35,591.89,1
28,Madrid,"Madrid, Comunidad de",2016,587.495,1.0405208860397714,530.52725,18-25,110.74,611.3,1
28,Madrid,"Madrid, Comunidad de",2016,587.495,1.0405208860397714,1277.075145,26-35,46.0,611.3,1
28,Madrid,"Madrid, Comunidad de",2016,587.495,1.0405208860397714,1771.965225,36-45,33.15,611.3,1
28,Madrid,"Madrid, Comunidad de",2017,600.0,1.0205611862446453,547.150125,18-25,109.66,612.34,1
28,Madrid,"Madrid, Comunidad de",2017,600.0,1.0205611862446453,1295.04658,26-35,46.33,612.34,1
28,Madrid,"Madrid, Comunidad de",2017,600.0,1.0205611862446453,1781.5253291666668,36-45,33.68,612.34,1
28,Madrid,"Madrid, Comunidad de",2018,612.5,1.0037444693258832,577.0400833333333,18-25,106.15,614.79,1
28,Madrid,"Madrid, Comunidad de",2018,612.5,1.0037444693258832,1345.1649383333333,26-35,45.53,614.79,1
28,Madrid,"Madrid, Comunidad de",2018,612.5,1.0037444693258832,1817.1435458333333,36-45,33.71,614.79,1
28,Madrid,"Madrid, Comunidad de",2019,677.53125,0.9967743538313801,608.8810833333333,18-25,111.27,675.35,1
28,Madrid,"Madrid, Comunidad de",2019,677.53125,0.9967743538313801,1401.629645,26-35,48.34,675.35,1
28,Madrid,"Madrid, Comunidad de",2019,677.53125,0.9967743538313801,1860.3005875,36-45,36.42,675.35,1
28,Madrid,"Madrid, Comunidad de",2020,700.0,1.0,624.1772500000001,18-25,112.15,700.0,1
28,Madrid,"Madrid, Comunidad de",2020,700.0,1.0,1376.8373683333332,26-35,50.84,700.0,1
28,Madrid,"Madrid, Comunidad de",2020,700.0,1.0,1831.8387916666668,36-45,38.21,700.0,1
28,Madrid,"Madrid, Comunidad de",2021,700.0,0.9699974935414286,639.8540429166667,18-25,109.4,679.0,1
28,Madrid,"Madrid, Comunidad de",2021,700.0,0.9699974935414286,1470.7277366666667,26-35,47.6,679.0,1
28,Madrid,"Madrid, Comunidad de",2021,700.0,0.9699974935414286,1905.7520541666665,36-45,36.73,679.0,1
28,Madrid,"Madrid, Comunidad de",2022,737.5,0.8949107299739896,676.2651629166666,18-25,109.05,660.0,1
28,Madrid,"Madrid, Comunidad de",2022,737.5,0.8949107299739896,1572.9810499999996,26-35,46.89,660.0,1
28,Madrid,"Madrid, Comunidad de",2022,737.5,0.8949107299739896,2000.9160624999997,36-45,36.86,660.0,1
28,Madrid,"Madrid, Comunidad de",2023,759.27,0.8643768521205406,724.9397504166667,18-25,104.74,656.3,1
28,Madrid,"Madrid, Comunidad de",2023,759.27,0.8643768521205406,1648.5579375,26-35,46.06,656.3,1
28,Madrid,"Madrid, Comunidad de",2023,759.27,0.8643768521205406,2077.8885583333335,36-45,36.54,656.3,1
28,Madrid,"Madrid, Comunidad de",2024,800.0,0.8410456579083591,761.7933666666667,18-25,105.02,672.84,1
28,Madrid,"Madrid, Comunidad de",2024,800.0,0.8410456579083591,1713.1296125,26-35,46.7,672.84,1
28,Madrid,"Madrid, Comunidad de",2024,800.0,0.8410456579083591,2146.6120499999997,36-45,37.27,672.84,1
29,Málaga,Andalucía,2011,470.0,1.0717791932800231,494.5500416666667,18-25,95.04,503.74,1
29,Málaga,Andalucía,2011,470.0,1.0717791932800231,986.3286066666666,26-35,47.65,503.74,1
29,Málaga,Andalucía,2011,470.0,1.0717791932800231,1222.6270350000002,36-45,38.44,503.74,1
29,Málaga,Andalucía,2012,450.0,1.0461898360861621,459.50933333333336,18-25,97.93,470.79,1
29,Málaga,Andalucía,2012,450.0,1.0461898360861621,938.2229429166665,26-35,47.96,470.79,1
29,Málaga,Andalucía,2012,450.0,1.0461898360861621,1179.03296,36-45,38.17,470.79,1
29,Málaga,Andalucía,2013,446.33152173913044,1.031656722448744,417.7570416666667,18-25,106.84,460.46,1
29,Málaga,Andalucía,2013,446.33152173913044,1.031656722448744,894.9847379166667,26-35,49.87,460.46,1
29,Málaga,Andalucía,2013,446.33152173913044,1.031656722448744,1159.2228633333334,36-45,38.5,460.46,1
29,Málaga,Andalucía,2014,432.55585748792276,1.0332160647146191,390.75462500000003,18-25,110.7,446.92,1
29,Málaga,Andalucía,2014,432.55585748792276,1.0332160647146191,873.1759941666666,26-35,49.54,446.92,1
29,Málaga,Andalucía,2014,432.55585748792276,1.0332160647146191,1156.7317733333332,36-45,37.39,446.92,1
29,Málaga,Andalucía,2015,430.9525,1.0384115222946557,400.587875,18-25,107.58,447.51,1
29,Málaga,Andalucía,2015,430.9525,1.0384115222946557,876.2734679166666,26-35,49.18,447.51,1
29,Málaga,Andalucía,2015,430.9525,1.0384115222946557,1178.0246616666666,36-45,36.58,447.51,1
29,Málaga,Andalucía,2016,450.0,1.0405208860397714,413.698875,18-25,108.77,468.23,1
29,Málaga,Andalucía,2016,450.0,1.0405208860397714,889.4851416666667,26-35,50.59,468.23,1
29,Málaga,Andalucía,2016,450.0,1.0405208860397714,1200.5037833333333,36-45,37.48,468.23,1
29,Málaga,Andalucía,2017,450.0,1.0205611862446453,442.88645833333334,18-25,101.61,459.25,1
29,Málaga,Andalucía,2017,450.0,1.0205611862446453,908.5756941666667,26-35,49.53,459.25,1
29,Málaga,Andalucía,2017,450.0,1.0205611862446453,1220.9069966666666,36-45,36.86,459.25,1
29,Málaga,Andalucía,2018,485.45303408146293,1.0037444693258832,471.52774999999997,18-25,102.95,487.27,1
29,Málaga,Andalucía,2018,485.45303408146293,1.0037444693258832,949.6014179166667,26-35,51.12,487.27,1
29,Málaga,Andalucía,2018,485.45303408146293,1.0037444693258832,1260.3492549999999,36-45,38.52,487.27,1
29,Málaga,Andalucía,2019,526.4423076923076,0.9967743538313801,509.3779583333333,18-25,103.35,524.74,1
29,Málaga,Andalucía,2019,526.4423076923076,0.9967743538313801,1005.2927316666666,26-35,52.37,524.74,1
29,Málaga,Andalucía,2019,526.4423076923076,0.9967743538313801,1308.391705,36-45,40.24,524.74,1
29,Málaga,Andalucía,2020,550.0,1.0,484.95091666666667,18-25,113.41,550.0,1
29,Málaga,Andalucía,2020,550.0,1.0,938.1597291666667,26-35,58.63,550.0,1
29,Málaga,Andalucía,2020,550.0,1.0,1251.63044,36-45,43.94,550.0,1
29,Málaga,Andalucía,2021,554.1666666666666,0.9699974935414286,521.7865833333334,18-25,106.21,537.54,1
29,Málaga,Andalucía,2021,554.1666666666666,0.9699974935414286,1038.8592329166668,26-35,53.34,537.54,1
29,Málaga,Andalucía,2021,554.1666666666666,0.9699974935414286,1334.9633316666668,36-45,41.51,537.54,1
29,Málaga,Andalucía,2022,600.0,0.8949107299739896,583.4395000000001,18-25,102.84,536.95,1
29,Málaga,Andalucía,2022,600.0,0.8949107299739896,1137.75204,26-35,52.74,536.95,1
29,Málaga,Andalucía,2022,600.0,0.8949107299739896,1428.2012716666668,36-45,42.01,536.95,1
29,Málaga,Andalucía,2023,630.0,0.8643768521205406,641.3079591666666,18-25,98.24,544.56,1
29,Málaga,Andalucía,2023,630.0,0.8643768521205406,1218.0007249999999,26-35,51.72,544.56,1
29,Málaga,Andalucía,2023,630.0,0.8643768521205406,1507.50097,36-45,41.79,544.56,1
29,Málaga,Andalucía,2024,676.6666666666666,0.8410456579083591,669.6277191666667,18-25,101.05,569.11,1
29,Málaga,Andalucía,2024,676.6666666666666,0.8410456579083591,1278.5579366666666,26-35,52.92,569.11,1
29,Málaga,Andalucía,2024,676.6666666666666,0.8410456579083591,1563.2539366666667,36-45,43.29,569.11,1
30,Murcia,"Murcia, Región de",2011,366.6666666666667,1.0717791932800231,534.3512916666667,18-25,68.62,392.99,1
30,Murcia,"Murcia, Región de",2011,366.6666666666667,1.0717791932800231,981.5243616666667,26-35,37.36,392.99,1
30,Murcia,"Murcia, Región de",2011,366.6666666666667,1.0717791932800231,1210.1122733333334,36-45,30.3,392.99,1
30,Murcia,"Murcia, Región de",2012,350.0,1.0461898360861621,483.5461666666667,18-25,72.38,366.17,1
30,Murcia,"Murcia, Región de",2012,350.0,1.0461898360861621,935.1254691666667,26-35,37.43,366.17,1
30,Murcia,"Murcia, Región de",2012,350.0,1.0461898360861621,1170.49208,36-45,29.9,366.17,0
30,Murcia,"Murcia, Región de",2013,345.8333333333333,1.031656722448744,435.1603333333333,18-25,79.47,356.78,1
30,Murcia,"Murcia, Región de",2013,345.8333333333333,1.031656722448744,910.9778166666666,26-35,37.96,356.78,1
30,Murcia,"Murcia, Región de",2013,345.8333333333333,1.031656722448744,1163.37468,36-45,29.73,356.78,0
30,Murcia,"Murcia, Región de",2014,330.0,1.0332160647146191,408.93833333333333,18-25,80.7,340.96,1
30,Murcia,"Murcia, Región de",2014,330.0,1.0332160647146191,897.0707916666667,26-35,36.79,340.96,1
30,Murcia,"Murcia, Región de",2014,330.0,1.0332160647146191,1153.588255,36-45,28.61,340.96,0
30,Murcia,"Murcia, Región de",2015,330.0,1.0384115222946557,408.7042083333333,18-25,80.74,342.68,1
30,Murcia,"Murcia, Región de",2015,330.0,1.0384115222946557,909.6503279166667,26-35,36.28,342.68,1
30,Murcia,"Murcia, Región de",2015,330.0,1.0384115222946557,1173.3983516666667,36-45,28.12,342.68,0
30,Murcia,"Murcia, Región de",2016,340.0,1.0405208860397714,422.4395416666666,18-25,80.48,353.78,1
30,Murcia,"Murcia, Región de",2016,340.0,1.0405208860397714,916.7302679166665,26-35,37.09,353.78,1
30,Murcia,"Murcia, Región de",2016,340.0,1.0405208860397714,1189.7683716666668,36-45,28.58,353.78,0
30,Murcia,"Murcia, Región de",2017,350.0,1.0205611862446453,441.71583333333336,18-25,79.24,357.2,1
30,Murcia,"Murcia, Región de",2017,350.0,1.0205611862446453,939.3607904166665,26-35,37.26,357.2,1
30,Murcia,"Murcia, Región de",2017,350.0,1.0205611862446453,1210.7647016666667,36-45,28.91,357.2,0
30,Murcia,"Murcia, Región de",2018,350.0,1.0037444693258832,464.738125,18-25,75.31,351.31,1
30,Murcia,"Murcia, Región de",2018,350.0,1.0037444693258832,978.3004604166667,26-35,35.78,351.31,1
30,Murcia,"Murcia, Región de",2018,350.0,1.0037444693258832,1246.64826,36-45,28.08,351.31,0
30,Murcia,"Murcia, Región de",2019,375.0,0.9967743538313801,498.7642916666667,18-25,75.19,373.79,1
30,Murcia,"Murcia, Región de",2019,375.0,0.9967743538313801,1027.0382616666668,26-35,36.51,373.79,1
30,Murcia,"Murcia, Región de",2019,375.0,0.9967743538313801,1290.1830233333333,36-45,29.07,373.79,0
30,Murcia,"Murcia, Región de",2020,390.0,1.0,524.4399999999999,18-25,74.37,390.0,1
30,Murcia,"Murcia, Región de",2020,390.0,1.0,1030.3885904166666,26-35,37.85,390.0,1
30,Murcia,"Murcia, Región de",2020,390.0,1.0,1297.3004233333334,36-45,30.06,390.0,1
30,Murcia,"Murcia, Región de",2021,400.0,0.9699974935414286,553.3934583333333,18-25,72.28,388.0,1
30,Murcia,"Murcia, Región de",2021,400.0,0.9699974935414286,1102.16504,26-35,36.29,388.0,1
30,Murcia,"Murcia, Región de",2021,400.0,0.9699974935414286,1355.4258566666667,36-45,29.51,388.0,0
30,Murcia,"Murcia, Región de",2022,404.0830917237745,0.8949107299739896,588.7463333333334,18-25,68.63,361.62,1
30,Murcia,"Murcia, Región de",2022,404.0830917237745,0.8949107299739896,1152.9358266666666,26-35,35.05,361.62,1
30,Murcia,"Murcia, Región de",2022,404.0830917237745,0.8949107299739896,1404.2986700000001,36-45,28.77,361.62,0
30,Murcia,"Murcia, Región de",2023,439.3518518518519,0.8643768521205406,635.1762254166666,18-25,69.17,379.77,1
30,Murcia,"Murcia, Región de",2023,439.3518518518519,0.8643768521205406,1221.7966716666667,26-35,35.96,379.77,1
30,Murcia,"Murcia, Región de",2023,439.3518518518519,0.8643768521205406,1473.2781383333331,36-45,29.82,379.77,0
30,Murcia,"Murcia, Región de",2024,450.0,0.8410456579083591,668.6162991666666,18-25,67.3,378.47,1
30,Murcia,"Murcia, Región de",2024,450.0,0.8410456579083591,1288.0478033333331,26-35,34.94,378.47,1
30,Murcia,"Murcia, Región de",2024,450.0,0.8410456579083591,1534.725025,36-45,29.32,378.47,0
32,Ourense,Galicia,2011,302.4861878453039,1.0717791932800231,567.8311666666667,18-25,53.27,324.2,1
32,Ourense,Galicia,2011,302.4861878453039,1.0717791932800231,1034.6871254166665,26-35,29.23,324.2,0
32,Ourense,Galicia,2011,302.4861878453039,1.0717791932800231,1247.2413766666666,36-45,24.25,324.2,0
32,Ourense,Galicia,2012,312.0,1.0461898360861621,528.3420833333333,18-25,59.05,326.41,1
32,Ourense,Galicia,2012,312.0,1.0461898360861621,996.1267379166666,26-35,31.32,326.41,1
32,Ourense,Galicia,2012,312.0,1.0461898360861621,1207.85843,36-45,25.83,326.41,0
32,Ourense,Galicia,2013,305.0,1.031656722448744,469.9669166666667,18-25,64.9,314.66,1
32,Ourense,Galicia,2013,305.0,1.031656722448744,968.1230466666667,26-35,31.5,314.66,1
32,Ourense,Galicia,2013,305.0,1.031656722448744,1205.545275,36-45,25.3,314.66,0
32,Ourense,Galicia,2014,304.1666666666667,1.0332160647146191,448.7395833333333,18-25,67.78,314.27,1
32,Ourense,Galicia,2014,304.1666666666667,1.0332160647146191,951.0553341666667,26-35,31.98,314.27,1
32,Ourense,Galicia,2014,304.1666666666667,1.0332160647146191,1209.5784683333334,36-45,25.15,314.27,0
32,Ourense,Galicia,2015,304.1666666666667,1.0384115222946557,442.73037500000004,18-25,68.7,315.85,1
32,Ourense,Galicia,2015,304.1666666666667,1.0384115222946557,949.3485629166667,26-35,32.04,315.85,1
32,Ourense,Galicia,2015,304.1666666666667,1.0384115222946557,1221.73736,36-45,24.9,315.85,0
32,Ourense,Galicia,2016,311.6666666666667,1.0405208860397714,455.9194166666667,18-25,68.36,324.3,1
32,Ourense,Galicia,2016,311.6666666666667,1.0405208860397714,950.6760516666667,26-35,32.78,324.3,1
32,Ourense,Galicia,2016,311.6666666666667,1.0405208860397714,1227.1347216666666,36-45,25.4,324.3,0
32,Ourense,Galicia,2017,320.0,1.0205611862446453,474.72745833333335,18-25,67.41,326.58,1
32,Ourense,Galicia,2017,320.0,1.0205611862446453,963.2555879166666,26-35,33.22,326.58,1
32,Ourense,Galicia,2017,320.0,1.0205611862446453,1241.9626383333334,36-45,25.77,326.58,0
32,Ourense,Galicia,2018,326.87911184210526,1.0037444693258832,501.5737916666667,18-25,65.17,328.1,1
32,Ourense,Galicia,2018,326.87911184210526,1.0037444693258832,999.9195629166667,26-35,32.69,328.1,1
32,Ourense,Galicia,2018,326.87911184210526,1.0037444693258832,1278.0241316666668,36-45,25.58,328.1,0
32,Ourense,Galicia,2019,346.6666666666667,0.9967743538313801,522.8791666666667,18-25,66.3,345.55,1
32,Ourense,Galicia,2019,346.6666666666667,0.9967743538313801,1044.1691879166667,26-35,33.2,345.55,1
32,Ourense,Galicia,2019,346.6666666666667,0.9967743538313801,1319.1864283333334,36-45,26.28,345.55,0
32,Ourense,Galicia,2020,350.0,1.0,530.9174583333333,18-25,65.92,350.0,1
32,Ourense,Galicia,2020,350.0,1.0,1021.7915204166667,26-35,34.25,350.0,1
32,Ourense,Galicia,2020,350.0,1.0,1301.7487983333333,36-45,26.89,350.0,0
32,Ourense,Galicia,2021,350.0,0.9699974935414286,572.9819166666667,18-25,61.08,339.5,1
32,Ourense,Galicia,2021,350.0,0.9699974935414286,1102.1057283333332,26-35,31.76,339.5,1
32,Ourense,Galicia,2021,350.0,0.9699974935414286,1356.6714016666667,36-45,25.8,339.5,0
32,Ourense,Galicia,2022,360.0,0.8949107299739896,598.4235,18-25,60.16,322.17,1
32,Ourense,Galicia,2022,360.0,0.8949107299739896,1167.4078733333333,26-35,30.84,322.17,1
32,Ourense,Galicia,2022,360.0,0.8949107299739896,1417.4658600000002,36-45,25.4,322.17,0
32,Ourense,Galicia,2023,373.97540983606547,0.8643768521205406,660.2088704166666,18-25,56.65,323.26,1
32,Ourense,Galicia,2023,373.97540983606547,0.8643768521205406,1230.6934216666666,26-35,30.39,323.26,1
32,Ourense,Galicia,2023,373.97540983606547,0.8643768521205406,1487.750185,36-45,25.14,323.26,0
32,Ourense,Galicia,2024,390.92,0.8410456579083591,685.1150879166667,18-25,57.06,328.78,1
32,Ourense,Galicia,2024,390.92,0.8410456579083591,1285.2601550000002,26-35,30.42,328.78,1
32,Ourense,Galicia,2024,390.92,0.8410456579083591,1540.4782566666665,36-45,25.38,328.78,0
33,Asturias,"Asturias, Principado de",2011,400.0,1.0717791932800231,589.2145833333333,18-25,67.89,428.71,1
33,Asturias,"Asturias, Principado de",2011,400.0,1.0717791932800231,1137.3368583333333,26-35,35.17,428.71,1
33,Asturias,"Asturias, Principado de",2011,400.0,1.0717791932800231,1424.7611949999998,36-45,28.07,428.71,0
33,Asturias,"Asturias, Principado de",2012,399.99999999999994,1.0461898360861621,531.3076666666667,18-25,75.29,418.48,1
33,Asturias,"Asturias, Principado de",2012,399.99999999999994,1.0461898360861621,1079.5688879166667,26-35,37.05,418.48,1
33,Asturias,"Asturias, Principado de",2012,399.99999999999994,1.0461898360861621,1371.8551883333337,36-45,29.16,418.48,0
33,Asturias,"Asturias, Principado de",2013,383.1370856353591,1.031656722448744,482.6877083333333,18-25,79.38,395.27,1
33,Asturias,"Asturias, Principado de",2013,383.1370856353591,1.031656722448744,1049.6687841666667,26-35,36.5,395.27,1
33,Asturias,"Asturias, Principado de",2013,383.1370856353591,1.031656722448744,1360.2894133333334,36-45,28.17,395.27,0
33,Asturias,"Asturias, Principado de",2014,380.0,1.0332160647146191,463.4894583333333,18-25,81.99,392.62,1
33,Asturias,"Asturias, Principado de",2014,380.0,1.0332160647146191,1037.4685304166667,26-35,36.63,392.62,1
33,Asturias,"Asturias, Principado de",2014,380.0,1.0332160647146191,1361.5349583333334,36-45,27.91,392.62,0
33,Asturias,"Asturias, Principado de",2015,375.0,1.0384115222946557,466.2989583333333,18-25,80.42,389.4,1
33,Asturias,"Asturias, Principado de",2015,375.0,1.0384115222946557,1049.3527154166666,26-35,35.74,389.4,1
33,Asturias,"Asturias, Principado de",2015,375.0,1.0384115222946557,1379.6843283333335,36-45,27.18,389.4,0
33,Asturias,"Asturias, Principado de",2016,380.0,1.0405208860397714,474.1811666666667,18-25,80.14,395.4,1
33,Asturias,"Asturias, Principado de",2016,380.0,1.0405208860397714,1059.1508466666667,26-35,35.88,395.4,1
33,Asturias,"Asturias, Principado de",2016,380.0,1.0405208860397714,1391.84322,36-45,27.3,395.4,0
33,Asturias,"Asturias, Principado de",2017,385.0,1.0205611862446453,491.11620833333336,18-25,78.39,392.92,1
33,Asturias,"Asturias, Principado de",2017,385.0,1.0205611862446453,1079.0631779166667,26-35,35.68,392.92,1
33,Asturias,"Asturias, Principado de",2017,385.0,1.0205611862446453,1410.1705250000002,36-45,27.3,392.92,0
33,Asturias,"Asturias, Principado de",2018,397.96656686626744,1.0037444693258832,503.2126666666666,18-25,79.09,399.46,1
33,Asturias,"Asturias, Principado de",2018,397.96656686626744,1.0037444693258832,1110.1128033333334,26-35,35.85,399.46,1
33,Asturias,"Asturias, Principado de",2018,397.96656686626744,1.0037444693258832,1439.1146183333333,36-45,27.65,399.46,0
33,Asturias,"Asturias, Principado de",2019,400.0,0.9967743538313801,529.6687916666666,18-25,75.52,398.71,1
33,Asturias,"Asturias, Principado de",2019,400.0,0.9967743538313801,1161.3580833333333,26-35,34.44,398.71,1
33,Asturias,"Asturias, Principado de",2019,400.0,0.9967743538313801,1479.38724,36-45,27.04,398.71,0
33,Asturias,"Asturias, Principado de",2020,410.0,1.0,544.8088750000001,18-25,75.26,410.0,1
33,Asturias,"Asturias, Principado de",2020,410.0,1.0,1123.1020583333332,26-35,36.51,410.0,1
33,Asturias,"Asturias, Principado de",2020,410.0,1.0,1449.7907183333334,36-45,28.28,410.0,0
33,Asturias,"Asturias, Principado de",2021,425.0,0.9699974935414286,576.9620416666667,18-25,73.66,412.25,1
33,Asturias,"Asturias, Principado de",2021,425.0,0.9699974935414286,1201.986575,26-35,35.36,412.25,1
33,Asturias,"Asturias, Principado de",2021,425.0,0.9699974935414286,1516.4570316666668,36-45,28.03,412.25,0
33,Asturias,"Asturias, Principado de",2022,440.0,0.8949107299739896,615.046375,18-25,71.54,393.76,1
33,Asturias,"Asturias, Principado de",2022,440.0,0.8949107299739896,1284.6077266666666,26-35,34.25,393.76,1
33,Asturias,"Asturias, Principado de",2022,440.0,0.8949107299739896,1594.6935791666667,36-45,27.59,393.76,0
33,Asturias,"Asturias, Principado de",2023,450.0,0.8643768521205406,651.2325179166667,18-25,69.1,388.97,1
33,Asturias,"Asturias, Principado de",2023,450.0,0.8643768521205406,1360.4673483333333,26-35,33.08,388.97,1
33,Asturias,"Asturias, Principado de",2023,450.0,0.8643768521205406,1668.6068416666665,36-45,26.97,388.97,0
33,Asturias,"Asturias, Principado de",2024,467.67,0.8410456579083591,687.7700654166666,18-25,68.0,393.33,1
33,Asturias,"Asturias, Principado de",2024,467.67,0.8410456579083591,1425.1763766666666,26-35,32.81,393.33,1
33,Asturias,"Asturias, Principado de",2024,467.67,0.8410456579083591,1728.3165208333332,36-45,27.06,393.33,0
34,Palencia,Castilla y León,2011,350.0,1.0717791932800231,626.752625,18-25,55.84,375.12,1
34,Palencia,Castilla y León,2011,350.0,1.0717791932800231,1114.3239316666666,26-35,31.41,375.12,1
34,Palencia,Castilla y León,2011,350.0,1.0717791932800231,1294.868645,36-45,27.03,375.12,0
34,Palencia,Castilla y León,2012,350.0,1.0461898360861621,596.6285416666666,18-25,58.66,366.17,1
